location,target_end_date,horizon,wis,model_id,target,reference_date
denver,2026-01-31,1,0.6692210828417751,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
mesa,2026-01-31,1,1.190359448925486,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado-springs,2026-01-31,1,0.854997576971024,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
weld,2026-01-31,1,0.327050192143875,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
boulder,2026-01-31,1,1.5987181807036537,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
larimer,2026-01-31,1,0.8484163837198095,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado,2026-01-31,1,0.7639584041667258,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
savannah,2026-01-31,1,2.199752331756671,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
floyd,2026-01-31,1,1.2687021290547946,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
hall,2026-01-31,1,0.7832631150499778,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
marietta,2026-01-31,1,0.650649778665398,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
macon,2026-01-31,1,1.247237031504632,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
henry,2026-01-31,1,0.6444885549725637,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
cherokee,2026-01-31,1,1.2615390103899946,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
athens,2026-01-31,1,0.5071100448529603,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
south-augusta,2026-01-31,1,1.4062763317149451,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
columbus,2026-01-31,1,2.8362020722416563,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
la-grange,2026-01-31,1,1.4649989332676598,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
georgia,2026-01-31,1,0.988966995447938,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indianapolis,2026-01-31,1,2.0037028464854134,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indiana,2026-01-31,1,1.8798241548994072,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
bangor,2026-01-31,1,0.854997576971024,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
portland,2026-01-31,1,0.8222097058521455,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
maine,2026-01-31,1,1.4282441600176805,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
baltimore,2026-01-31,1,0.38989177830392635,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
frederick,2026-01-31,1,0.7004588063862522,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
montgomery,2026-01-31,1,0.5777172895233837,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
harford,2026-01-31,1,0.37919417096623986,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
maryland,2026-01-31,1,0.5777172895233837,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
worcester,2026-01-31,1,1.0921565776039477,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
pittsfield,2026-01-31,1,0.9080599212392154,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
boston,2026-01-31,1,0.5362324598314049,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
springfield,2026-01-31,1,1.0368491901943193,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
new-bedford,2026-01-31,1,0.7703805828188417,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
lynn,2026-01-31,1,0.9080599212392154,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
massachusetts,2026-01-31,1,0.7256983908031316,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
st-paul,2026-01-31,1,0.5957410984766681,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
duluth,2026-01-31,1,0.5717414398231093,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
minneapolis,2026-01-31,1,0.7256983908031316,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
st-cloud,2026-01-31,1,2.1918553819534505,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rochester,2026-01-31,1,4.200094345388471,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
minnesota,2026-01-31,1,1.2758732728543167,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
columbia,2026-01-31,1,1.4062763317149451,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
greenville,2026-01-31,1,1.6062087690982283,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
florence,2026-01-31,1,2.358594259263164,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
charleston,2026-01-31,1,2.9018905578484016,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rock-hill,2026-01-31,1,0.7447693202709414,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
horry,2026-01-31,1,1.6437553080269414,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
south-carolina,2026-01-31,1,2.050486795093887,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
houston,2026-01-31,1,0.619992741508529,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
san-antonio,2026-01-31,1,4.763315445442779,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
beaumont,2026-01-31,1,1.5093328165232605,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
el-paso,2026-01-31,1,0.41700748447033853,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
austin,2026-01-31,1,2.0270729879467435,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
dallas,2026-01-31,1,2.852604946060808,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
texas,2026-01-31,1,2.607969637446729,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
provo,2026-01-31,1,1.183287708704575,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
salt-lake-city,2026-01-31,1,1.8798241548994072,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
ogden,2026-01-31,1,1.5912339053009008,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
utah,2026-01-31,1,1.6437553080269414,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
roanoke,2026-01-31,1,2.7870717444785607,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
virginia,2026-01-31,1,1.941600415942956,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
nyc,2026-01-31,1,1.369808337933521,ACCIDDA-InfluPaint,ILI ED visits pct,2026-01-31
nenc,2026-01-31,1,1.479749577381516,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
senc,2026-01-31,1,0.6754403600018691,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
fay-area,2026-01-31,1,3.552140729067421,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rtp-area,2026-01-31,1,2.5998689732503815,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
triad-area,2026-01-31,1,2.4065700662963616,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
wnc,2026-01-31,1,1.77253735230571,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
clt-area,2026-01-31,1,2.2710212950506086,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
north-carolina,2026-01-31,1,2.2630852792714595,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
portland-or,2026-01-31,1,4.519777817980135,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
salem,2026-01-31,1,6.069985599840791,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
deschutes,2026-01-31,1,4.754595036148405,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
eugene,2026-01-31,1,3.925751347725866,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
medford,2026-01-31,1,5.767229773013162,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
oregon,2026-01-31,1,4.990608127466995,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
denver,2026-02-07,2,0.6260941010928716,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
mesa,2026-02-07,2,1.1340291930113908,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado-springs,2026-02-07,2,0.988966995447938,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
weld,2026-02-07,2,0.6692210828417751,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
boulder,2026-02-07,2,1.9183954590757841,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
larimer,2026-02-07,2,0.8222097058521455,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado,2026-02-07,2,0.7832631150499778,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
savannah,2026-02-07,2,2.414580015888353,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
floyd,2026-02-07,2,1.1762245683778845,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
hall,2026-02-07,2,0.6078359189695548,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
marietta,2026-02-07,2,0.888076699482687,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
macon,2026-02-07,2,0.9685978885088995,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
henry,2026-02-07,2,0.4727524754662978,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
cherokee,2026-02-07,2,1.290239455136061,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
athens,2026-02-07,2,0.5071100448529603,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
south-augusta,2026-02-07,2,1.2830523965126757,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
columbus,2026-02-07,2,4.071236781962281,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
la-grange,2026-02-07,2,0.9957772000798383,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
georgia,2026-02-07,2,1.2116257689567318,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indianapolis,2026-02-07,2,1.5762844210869698,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indiana,2026-02-07,2,1.3335259741623204,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
bangor,2026-02-07,2,1.2758732728543167,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
portland,2026-02-07,2,0.619992741508529,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
maine,2026-02-07,2,1.2758732728543167,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
baltimore,2026-02-07,2,0.12626598376785989,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
frederick,2026-02-07,2,0.33729401719851027,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
montgomery,2026-02-07,2,0.2256840331466704,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
harford,2026-02-07,2,0.29690315529355615,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
maryland,2026-02-07,2,0.23481436090976648,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
worcester,2026-02-07,2,0.7703805828188417,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
pittsfield,2026-02-07,2,0.6017806972605713,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
boston,2026-02-07,2,0.45022016850668867,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
springfield,2026-02-07,2,0.5837092681258449,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
new-bedford,2026-02-07,2,0.7320420796000211,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
lynn,2026-02-07,2,0.7256983908031316,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
massachusetts,2026-02-07,2,0.5657818493601141,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
st-paul,2026-02-07,2,0.4335241341330515,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
duluth,2026-02-07,2,1.050618640443683,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
minneapolis,2026-02-07,2,0.6444885549725637,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
st-cloud,2026-02-07,2,2.199752331756671,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rochester,2026-02-07,2,3.042142082447626,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
minnesota,2026-02-07,2,1.1130518106110285,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
columbia,2026-02-07,2,1.3552728324055998,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
greenville,2026-02-07,2,0.982166998178609,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
florence,2026-02-07,2,2.7299041845484453,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
charleston,2026-02-07,2,3.721416346136405,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rock-hill,2026-02-07,2,1.085210015090838,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
horry,2026-02-07,2,1.8798241548994072,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
south-carolina,2026-02-07,2,2.073943696504951,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
houston,2026-02-07,2,0.5837092681258449,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
san-antonio,2026-02-07,2,6.3561557353223845,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
beaumont,2026-02-07,2,2.223469588577176,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
el-paso,2026-02-07,2,0.327050192143875,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
austin,2026-02-07,2,2.607969637446729,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
dallas,2026-02-07,2,1.7344849257268284,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
texas,2026-02-07,2,2.398564084903226,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
provo,2026-02-07,2,1.6663570005454962,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
salt-lake-city,2026-02-07,2,1.7496887534633352,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
ogden,2026-02-07,2,1.7117225930270585,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
utah,2026-02-07,2,1.7649154747106772,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
roanoke,2026-02-07,2,1.398968123380656,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
virginia,2026-02-07,2,0.9753772738088572,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
nyc,2026-02-07,2,1.3916671803498213,ACCIDDA-InfluPaint,ILI ED visits pct,2026-01-31
nenc,2026-02-07,2,1.4649989332676598,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
senc,2026-02-07,2,1.218731410930367,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
fay-area,2026-02-07,2,2.9101159344900327,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
rtp-area,2026-02-07,2,1.4502759903685036,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
triad-area,2026-02-07,2,1.057517862765435,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
wnc,2026-02-07,2,1.1340291930113908,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
clt-area,2026-02-07,2,1.6890130262897378,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
north-carolina,2026-02-07,2,1.5987181807036537,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
portland-or,2026-02-07,2,4.398519999789876,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
salem,2026-02-07,2,6.409938098711514,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
deschutes,2026-02-07,2,4.537128809808558,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
eugene,2026-02-07,2,4.433129151155,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
medford,2026-02-07,2,6.177164911411729,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
oregon,2026-02-07,2,5.130999656078621,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
denver,2026-02-07,1,0.6260941010928716,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
mesa,2026-02-07,1,1.1340291930113908,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
colorado-springs,2026-02-07,1,0.988966995447938,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
weld,2026-02-07,1,0.6692210828417751,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
boulder,2026-02-07,1,1.9183954590757841,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
larimer,2026-02-07,1,0.8222097058521455,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
colorado,2026-02-07,1,0.7832631150499778,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
savannah,2026-02-07,1,2.414580015888353,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
floyd,2026-02-07,1,1.1762245683778845,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
hall,2026-02-07,1,0.6078359189695548,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
marietta,2026-02-07,1,0.888076699482687,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
macon,2026-02-07,1,0.9685978885088995,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
henry,2026-02-07,1,0.4727524754662978,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
cherokee,2026-02-07,1,1.290239455136061,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
athens,2026-02-07,1,0.5071100448529603,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
south-augusta,2026-02-07,1,1.2830523965126757,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
columbus,2026-02-07,1,4.071236781962281,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
la-grange,2026-02-07,1,0.9957772000798383,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
georgia,2026-02-07,1,1.2116257689567318,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
indianapolis,2026-02-07,1,1.5762844210869698,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
indiana,2026-02-07,1,1.3335259741623204,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
bangor,2026-02-07,1,1.2758732728543167,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
portland,2026-02-07,1,0.619992741508529,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
maine,2026-02-07,1,1.2758732728543167,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
baltimore,2026-02-07,1,0.12626598376785989,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
frederick,2026-02-07,1,0.33729401719851027,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
montgomery,2026-02-07,1,0.2256840331466704,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
harford,2026-02-07,1,0.29690315529355615,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
maryland,2026-02-07,1,0.23481436090976648,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
worcester,2026-02-07,1,0.7703805828188417,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
pittsfield,2026-02-07,1,0.6017806972605713,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
boston,2026-02-07,1,0.45022016850668867,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
springfield,2026-02-07,1,0.5837092681258449,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
new-bedford,2026-02-07,1,0.7320420796000211,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
lynn,2026-02-07,1,0.7256983908031316,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
massachusetts,2026-02-07,1,0.5657818493601141,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
st-paul,2026-02-07,1,0.4335241341330515,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
duluth,2026-02-07,1,1.050618640443683,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
minneapolis,2026-02-07,1,0.6444885549725637,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
st-cloud,2026-02-07,1,2.199752331756671,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
rochester,2026-02-07,1,3.042142082447626,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
minnesota,2026-02-07,1,1.1130518106110285,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
columbia,2026-02-07,1,1.3552728324055998,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
greenville,2026-02-07,1,0.982166998178609,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
florence,2026-02-07,1,2.7299041845484453,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
charleston,2026-02-07,1,3.721416346136405,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
rock-hill,2026-02-07,1,1.085210015090838,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
horry,2026-02-07,1,1.8798241548994072,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
south-carolina,2026-02-07,1,2.073943696504951,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
houston,2026-02-07,1,0.5837092681258449,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
san-antonio,2026-02-07,1,6.3561557353223845,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
beaumont,2026-02-07,1,2.223469588577176,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
el-paso,2026-02-07,1,0.327050192143875,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
austin,2026-02-07,1,2.607969637446729,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
dallas,2026-02-07,1,1.7344849257268284,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
texas,2026-02-07,1,2.398564084903226,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
provo,2026-02-07,1,1.6663570005454962,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
salt-lake-city,2026-02-07,1,1.7496887534633352,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
ogden,2026-02-07,1,1.7117225930270585,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
utah,2026-02-07,1,1.7649154747106772,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
roanoke,2026-02-07,1,1.398968123380656,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
virginia,2026-02-07,1,0.9753772738088572,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
nyc,2026-02-07,1,1.3916671803498213,ACCIDDA-InfluPaint,ILI ED visits pct,2026-02-07
nenc,2026-02-07,1,1.4649989332676598,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
senc,2026-02-07,1,1.218731410930367,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
fay-area,2026-02-07,1,2.9101159344900327,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
rtp-area,2026-02-07,1,1.4502759903685036,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
triad-area,2026-02-07,1,1.057517862765435,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
wnc,2026-02-07,1,1.1340291930113908,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
clt-area,2026-02-07,1,1.6890130262897378,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
north-carolina,2026-02-07,1,1.5987181807036537,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
portland-or,2026-02-07,1,4.398519999789876,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
salem,2026-02-07,1,6.409938098711514,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
deschutes,2026-02-07,1,4.537128809808558,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
eugene,2026-02-07,1,4.433129151155,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
medford,2026-02-07,1,6.177164911411729,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
oregon,2026-02-07,1,5.130999656078621,ACCIDDA-InfluPaint,Flu ED visits pct,2026-02-07
denver,2026-02-14,3,0.7320420796000211,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
mesa,2026-02-14,3,0.7130513651083903,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado-springs,2026-02-14,3,1.1340291930113908,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
weld,2026-02-14,3,0.6444885549725637,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
boulder,2026-02-14,3,2.168191200402536,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
larimer,2026-02-14,3,0.9753772738088572,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
colorado,2026-02-14,3,0.888076699482687,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
savannah,2026-02-14,3,2.1209845518624455,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
floyd,2026-02-14,3,1.651283118881552,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
hall,2026-02-14,3,0.8287434978756592,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
marietta,2026-02-14,3,1.4723708108613904,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
macon,2026-02-14,3,0.8091783751682389,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
henry,2026-02-14,3,0.7256983908031316,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
cherokee,2026-02-14,3,2.073943696504951,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
athens,2026-02-14,3,1.2258454060412323,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
south-augusta,2026-02-14,3,1.5912339053009008,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
columbus,2026-02-14,3,2.5594201442347244,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
la-grange,2026-02-14,3,1.887527942639057,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
georgia,2026-02-14,3,1.4649989332676598,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indianapolis,2026-02-14,3,2.9348108822603396,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
indiana,2026-02-14,3,2.073943696504951,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
bangor,2026-02-14,3,1.7877980069418133,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
portland,2026-02-14,3,0.7130513651083903,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
maine,2026-02-14,3,1.1762245683778845,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
baltimore,2026-02-14,3,0.1571763735713363,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
frederick,2026-02-14,3,0.4335241341330515,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
montgomery,2026-02-14,3,0.23023442837910568,ACCIDDA-InfluPaint,Flu ED visits pct,2026-01-31
