location,target_end_date,horizon,wis,model_id,target,reference_date
florence,2026-04-04,2,0.19038421206457734,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
floyd,2026-04-04,2,0.15318239763154817,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
frederick,2026-04-04,2,0.40609845617159057,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
georgia,2026-04-04,2,0.16527147106501783,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
greenville,2026-04-04,2,0.1735066294854315,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
hall,2026-04-04,2,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
harford,2026-04-04,2,0.12257515296112453,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
henry,2026-04-04,2,0.21667315472226567,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
horry,2026-04-04,2,0.18611488677356236,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
houston,2026-04-04,2,0.14530375816389296,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
indiana,2026-04-04,2,0.33729401719851027,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
indianapolis,2026-04-04,2,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
la-grange,2026-04-04,2,0.08473759920935509,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
larimer,2026-04-04,2,0.301865361263599,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
lynn,2026-04-04,2,0.48984907063038996,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
macon,2026-04-04,2,0.06641029560992306,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
maine,2026-04-04,2,0.6568256822269946,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
marietta,2026-04-04,2,0.12626598376785989,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
maryland,2026-04-04,2,0.41700748447033853,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
massachusetts,2026-04-04,2,0.7832631150499778,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
medford,2026-04-04,2,0.008971737593595902,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
mesa,2026-04-04,2,0.12999637075426446,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
minneapolis,2026-04-04,2,0.5303732524974363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
minnesota,2026-04-04,2,0.6444885549725637,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
montgomery,2026-04-04,2,0.34245139272272235,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
nenc,2026-04-04,2,0.15318239763154817,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
new-bedford,2026-04-04,2,1.1762245683778845,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
north-carolina,2026-04-04,2,0.45022016850668867,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
ogden,2026-04-04,2,0.06934312838683065,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
oregon,2026-04-04,2,0.18187859149031238,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
pittsfield,2026-04-04,2,1.1340291930113908,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
portland,2026-04-04,2,0.5128995123166166,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
portland-or,2026-04-04,2,0.24872822315814214,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
provo,2026-04-04,2,0.04733038603717998,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
roanoke,2026-04-04,2,0.5013383809624815,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
rochester,2026-04-04,2,0.29690315529355615,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
rock-hill,2026-04-04,2,0.12999637075426446,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
rtp-area,2026-04-04,2,0.11892438063978328,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
salem,2026-04-04,2,0.16937174893782958,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
salt-lake-city,2026-04-04,2,0.10128966514181498,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
san-antonio,2026-04-04,2,0.14530375816389296,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
savannah,2026-04-04,2,0.04989540754966193,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
senc,2026-04-04,2,0.29196645725010284,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
south-augusta,2026-04-04,2,0.3169024885868867,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
south-carolina,2026-04-04,2,0.20778438014733636,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
springfield,2026-04-04,2,1.8183861727594666,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
st-cloud,2026-04-04,2,0.6383421242885535,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
st-paul,2026-04-04,2,0.6816738772063924,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
texas,2026-04-04,2,0.19038421206457734,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
triad-area,2026-04-04,2,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
utah,2026-04-04,2,0.10473226459565593,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
virginia,2026-04-04,2,0.46709087706489605,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
weld,2026-04-04,2,0.5837092681258449,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
wnc,2026-04-04,2,0.19468619094993955,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
worcester,2026-04-04,2,0.7639584041667258,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
athens,2026-04-04,1,0.26289675794146156,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
austin,2026-04-04,1,0.14141998518132903,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
baltimore,2026-04-04,1,0.3952728324476318,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
bangor,2026-04-04,1,0.9348584093806797,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
beaumont,2026-04-04,1,0.08795791222397631,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
boston,2026-04-04,1,0.5897172468563073,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
boulder,2026-04-04,1,0.38989177830392635,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
charleston,2026-04-04,1,0.20338663569600623,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
cherokee,2026-04-04,1,0.5303732524974363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
clt-area,2026-04-04,1,1.0094279724011797,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
colorado,2026-04-04,1,0.5362324598314049,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
colorado-springs,2026-04-04,1,0.5777172895233837,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
columbia,2026-04-04,1,0.1735066294854315,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
columbus,2026-04-04,1,0.21667315472226567,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
dallas,2026-04-04,1,0.08795791222397631,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
denver,2026-04-04,1,0.6444885549725637,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
deschutes,2026-04-04,1,0.37387802027866623,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
duluth,2026-04-04,1,0.9685978885088995,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
el-paso,2026-04-04,1,0.9080599212392154,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
eugene,2026-04-04,1,0.05518926015996645,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
fay-area,2026-04-04,1,0.854997576971024,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
florence,2026-04-04,1,0.19038421206457734,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
floyd,2026-04-04,1,0.15318239763154817,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
frederick,2026-04-04,1,0.40609845617159057,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
georgia,2026-04-04,1,0.16527147106501783,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
greenville,2026-04-04,1,0.1735066294854315,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
hall,2026-04-04,1,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
harford,2026-04-04,1,0.12257515296112453,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
henry,2026-04-04,1,0.21667315472226567,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
horry,2026-04-04,1,0.18611488677356236,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
houston,2026-04-04,1,0.14530375816389296,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
indiana,2026-04-04,1,0.33729401719851027,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
indianapolis,2026-04-04,1,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
la-grange,2026-04-04,1,0.08473759920935509,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
larimer,2026-04-04,1,0.301865361263599,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
lynn,2026-04-04,1,0.48984907063038996,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
macon,2026-04-04,1,0.06641029560992306,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
maine,2026-04-04,1,0.6568256822269946,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
marietta,2026-04-04,1,0.12626598376785989,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
maryland,2026-04-04,1,0.41700748447033853,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
massachusetts,2026-04-04,1,0.7832631150499778,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
medford,2026-04-04,1,0.008971737593595902,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
mesa,2026-04-04,1,0.12999637075426446,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
minneapolis,2026-04-04,1,0.5303732524974363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
minnesota,2026-04-04,1,0.6444885549725637,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
montgomery,2026-04-04,1,0.34245139272272235,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
nenc,2026-04-04,1,0.15318239763154817,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
new-bedford,2026-04-04,1,1.1762245683778845,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
north-carolina,2026-04-04,1,0.45022016850668867,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
ogden,2026-04-04,1,0.06934312838683065,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
oregon,2026-04-04,1,0.18187859149031238,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
pittsfield,2026-04-04,1,1.1340291930113908,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
portland,2026-04-04,1,0.5128995123166166,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
portland-or,2026-04-04,1,0.24872822315814214,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
provo,2026-04-04,1,0.04733038603717998,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
roanoke,2026-04-04,1,0.5013383809624815,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
rochester,2026-04-04,1,0.29690315529355615,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
rock-hill,2026-04-04,1,0.12999637075426446,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
rtp-area,2026-04-04,1,0.11892438063978328,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
salem,2026-04-04,1,0.16937174893782958,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
salt-lake-city,2026-04-04,1,0.10128966514181498,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
san-antonio,2026-04-04,1,0.14530375816389296,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
savannah,2026-04-04,1,0.04989540754966193,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
senc,2026-04-04,1,0.29196645725010284,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
south-augusta,2026-04-04,1,0.3169024885868867,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
south-carolina,2026-04-04,1,0.20778438014733636,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
springfield,2026-04-04,1,1.8183861727594666,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
st-cloud,2026-04-04,1,0.6383421242885535,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
st-paul,2026-04-04,1,0.6816738772063924,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
texas,2026-04-04,1,0.19038421206457734,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
triad-area,2026-04-04,1,0.2256840331466704,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
utah,2026-04-04,1,0.10473226459565593,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
virginia,2026-04-04,1,0.46709087706489605,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
weld,2026-04-04,1,0.5837092681258449,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
wnc,2026-04-04,1,0.19468619094993955,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
worcester,2026-04-04,1,0.7639584041667258,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-04-04
athens,2026-04-11,4,0.12626598376785989,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
austin,2026-04-11,4,0.09453489189183562,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
baltimore,2026-04-11,4,0.1571763735713363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
bangor,2026-04-11,4,0.1571763735713363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
beaumont,2026-04-11,4,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
boston,2026-04-11,4,0.38989177830392635,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
boulder,2026-04-11,4,0.40609845617159057,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
charleston,2026-04-11,4,0.08473759920935509,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
cherokee,2026-04-11,4,0.24406156913350474,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
clt-area,2026-04-11,4,0.6941832054772346,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
colorado,2026-04-11,4,0.35283593402328045,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
colorado-springs,2026-04-11,4,0.4335241341330515,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
columbia,2026-04-11,4,0.05791650083088667,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
columbus,2026-04-11,4,0.07232555572818411,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
dallas,2026-04-11,4,0.04989540754966193,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
denver,2026-04-11,4,0.37919417096623986,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
deschutes,2026-04-11,4,0.18187859149031238,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
duluth,2026-04-11,4,0.42249280411581186,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
el-paso,2026-04-11,4,1.1270276960076477,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
eugene,2026-04-11,4,0.052515300252039376,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
fay-area,2026-04-11,4,0.9415850840357108,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
florence,2026-04-11,4,0.06641029560992306,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
floyd,2026-04-11,4,0.22116349891129594,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
frederick,2026-04-11,4,0.5539119754433645,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
georgia,2026-04-11,4,0.11174506906884475,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
greenville,2026-04-11,4,0.17767570917463826,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
hall,2026-04-11,4,0.20338663569600623,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
harford,2026-04-11,4,0.022985830615673886,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
henry,2026-04-11,4,0.033139922068474215,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
horry,2026-04-11,4,0.20778438014733636,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
houston,2026-04-11,4,0.10128966514181498,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
indiana,2026-04-11,4,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
indianapolis,2026-04-11,4,0.03763573553250893,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
la-grange,2026-04-11,4,0.05791650083088667,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
larimer,2026-04-11,4,0.16527147106501783,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
lynn,2026-04-11,4,0.5957410984766681,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
macon,2026-04-11,4,0.039972862786939845,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
maine,2026-04-11,4,0.4446351867158055,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
marietta,2026-04-11,4,0.07843644356751694,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
maryland,2026-04-11,4,0.22116349891129594,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
massachusetts,2026-04-11,4,0.5837092681258449,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
medford,2026-04-11,4,0.00468982019567514,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
mesa,2026-04-11,4,0.06352776337878707,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
minneapolis,2026-04-11,4,0.35283593402328045,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
minnesota,2026-04-11,4,0.33729401719851027,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
montgomery,2026-04-11,4,0.20778438014733636,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
nenc,2026-04-11,4,0.07232555572818411,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
new-bedford,2026-04-11,4,0.9483224384008943,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
north-carolina,2026-04-11,4,0.321964206946304,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
ogden,2026-04-11,4,0.11531417873855432,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
oregon,2026-04-11,4,0.11892438063978328,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
pittsfield,2026-04-11,4,1.1550872556357297,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
portland,2026-04-11,4,0.4614481824338518,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
portland-or,2026-04-11,4,0.13376582100362838,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
provo,2026-04-11,4,0.06352776337878707,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
roanoke,2026-04-11,4,0.2870555267575742,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
rochester,2026-04-11,4,0.11531417873855432,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
rock-hill,2026-04-11,4,0.08156356427975492,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
rtp-area,2026-04-11,4,0.05791650083088667,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
salem,2026-04-11,4,0.14530375816389296,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
salt-lake-city,2026-04-11,4,0.08156356427975492,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
san-antonio,2026-04-11,4,0.11174506906884475,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
savannah,2026-04-11,4,0.06934312838683065,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
senc,2026-04-11,4,0.11531417873855432,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
south-augusta,2026-04-11,4,0.03763573553250893,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
south-carolina,2026-04-11,4,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
springfield,2026-04-11,4,1.2830523965126757,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
st-cloud,2026-04-11,4,0.24406156913350474,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
st-paul,2026-04-11,4,0.321964206946304,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
texas,2026-04-11,4,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
triad-area,2026-04-11,4,0.15318239763154817,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
utah,2026-04-11,4,0.09453489189183562,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
virginia,2026-04-11,4,0.1735066294854315,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
weld,2026-04-11,4,0.29196645725010284,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
wnc,2026-04-11,4,0.12257515296112453,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
worcester,2026-04-11,4,0.5777172895233837,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-21
athens,2026-04-11,3,0.12626598376785989,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
austin,2026-04-11,3,0.09453489189183562,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
baltimore,2026-04-11,3,0.1571763735713363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
bangor,2026-04-11,3,0.1571763735713363,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
beaumont,2026-04-11,3,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
boston,2026-04-11,3,0.38989177830392635,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
boulder,2026-04-11,3,0.40609845617159057,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
charleston,2026-04-11,3,0.08473759920935509,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
cherokee,2026-04-11,3,0.24406156913350474,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
clt-area,2026-04-11,3,0.6941832054772346,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
colorado,2026-04-11,3,0.35283593402328045,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
colorado-springs,2026-04-11,3,0.4335241341330515,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
columbia,2026-04-11,3,0.05791650083088667,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
columbus,2026-04-11,3,0.07232555572818411,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
dallas,2026-04-11,3,0.04989540754966193,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
denver,2026-04-11,3,0.37919417096623986,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
deschutes,2026-04-11,3,0.18187859149031238,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
duluth,2026-04-11,3,0.42249280411581186,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
el-paso,2026-04-11,3,1.1270276960076477,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
eugene,2026-04-11,3,0.052515300252039376,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
fay-area,2026-04-11,3,0.9415850840357108,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
florence,2026-04-11,3,0.06641029560992306,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
floyd,2026-04-11,3,0.22116349891129594,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
frederick,2026-04-11,3,0.5539119754433645,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
georgia,2026-04-11,3,0.11174506906884475,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
greenville,2026-04-11,3,0.17767570917463826,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
hall,2026-04-11,3,0.20338663569600623,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
harford,2026-04-11,3,0.022985830615673886,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
henry,2026-04-11,3,0.033139922068474215,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
horry,2026-04-11,3,0.20778438014733636,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
houston,2026-04-11,3,0.10128966514181498,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
indiana,2026-04-11,3,0.13757385075570727,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
indianapolis,2026-04-11,3,0.03763573553250893,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
la-grange,2026-04-11,3,0.05791650083088667,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
larimer,2026-04-11,3,0.16527147106501783,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
lynn,2026-04-11,3,0.5957410984766681,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
macon,2026-04-11,3,0.039972862786939845,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
maine,2026-04-11,3,0.4446351867158055,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
marietta,2026-04-11,3,0.07843644356751694,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
maryland,2026-04-11,3,0.22116349891129594,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
massachusetts,2026-04-11,3,0.5837092681258449,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
medford,2026-04-11,3,0.00468982019567514,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
mesa,2026-04-11,3,0.06352776337878707,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
minneapolis,2026-04-11,3,0.35283593402328045,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
minnesota,2026-04-11,3,0.33729401719851027,MOBS-EpyStrain_Flu,Flu ED visits pct,2026-03-28
