location,target_end_date,horizon,wis,overprediction,underprediction,dispersion,model_id,target,reference_date
houston,2026-01-03,3,2.1186367754205446,0,2.009152758485487,0.1094840169350574,NAU-Copycat,Flu ED visits pct,2025-12-20
beaumont,2026-01-03,3,1.9078868721595907,0.7388747751666404,0,1.1690120969929503,NAU-Copycat,Flu ED visits pct,2025-12-20
austin,2026-01-03,3,0.4815720896219292,0,0.04548309019408345,0.43608899942784585,NAU-Copycat,Flu ED visits pct,2025-12-20
ogden,2026-01-03,3,0.40685498467544945,0.08310627477392973,0,0.3237487099015197,NAU-Copycat,Flu ED visits pct,2025-12-20
provo,2026-01-03,3,0.9635551332641147,0,0.3481156989315431,0.6154394343325715,NAU-Copycat,Flu ED visits pct,2025-12-20
salt-lake-city,2026-01-03,3,0.7796730536526936,0,0.2532729032002551,0.5264001504524386,NAU-Copycat,Flu ED visits pct,2025-12-20
virginia,2026-01-03,3,1.0996990129933366,0,0.5551263155483439,0.5445726974449929,NAU-Copycat,Flu ED visits pct,2025-12-20
roanoke,2026-01-03,3,0.5297380649819585,0,0.1904206498507047,0.33931741513125385,NAU-Copycat,Flu ED visits pct,2025-12-20
boulder,2026-01-03,3,4.102371118532189,0,3.8590836888534708,0.2432874296787192,NAU-Copycat,Flu ED visits pct,2025-12-20
bangor,2026-01-03,3,2.368261866684604,0,1.9448944845251326,0.4233673821594716,NAU-Copycat,Flu ED visits pct,2025-12-20
baltimore,2026-01-03,3,1.018094683550019,0,0.5333207511863309,0.48477393236368815,NAU-Copycat,Flu ED visits pct,2025-12-20
frederick,2026-01-03,3,0.6006745473710079,0,0.1533760986903692,0.44729844868063867,NAU-Copycat,Flu ED visits pct,2025-12-20
pittsfield,2026-01-03,3,4.785878715871954,0,4.557746441488118,0.22813227438383665,NAU-Copycat,Flu ED visits pct,2025-12-20
lynn,2026-01-03,3,1.6967344728637637,0,1.1840697057904275,0.512664767073336,NAU-Copycat,Flu ED visits pct,2025-12-20
springfield,2026-01-03,3,2.19842852176946,0,1.6478912972920639,0.5505372244773963,NAU-Copycat,Flu ED visits pct,2025-12-20
worcester,2026-01-03,3,1.2207114224788849,0,0.6201093646957594,0.6006020577831255,NAU-Copycat,Flu ED visits pct,2025-12-20
st-cloud,2026-01-03,3,7.757547467092897,0,7.604537196675976,0.15301027041692117,NAU-Copycat,Flu ED visits pct,2025-12-20
greenville,2026-01-03,3,1.213683629424135,0,0.834755355220056,0.37892827420407926,NAU-Copycat,Flu ED visits pct,2025-12-20
charleston,2026-01-03,3,0.5027862781637864,0,0.12162274871576223,0.3811635294480242,NAU-Copycat,Flu ED visits pct,2025-12-20
rock-hill,2026-01-03,3,3.9617075520463794,3.1403125911841543,0,0.8213949608622246,NAU-Copycat,Flu ED visits pct,2025-12-20
utah,2026-01-03,3,0.7703315026020241,0,0.19523870639993518,0.575092796202089,NAU-Copycat,Flu ED visits pct,2025-12-20
larimer,2026-01-03,3,0.950195249667881,0.4479286899274416,0,0.5022665597404395,NAU-Copycat,Flu ED visits pct,2025-12-20
maryland,2026-01-03,3,1.0847209772320467,0,0.38323287445355586,0.7014881027784909,NAU-Copycat,Flu ED visits pct,2025-12-20
massachusetts,2026-01-03,3,1.0763684841058327,0,0.5670156154841643,0.5093528686216684,NAU-Copycat,Flu ED visits pct,2025-12-20
minnesota,2026-01-03,3,1.3274163280097868,0,0.5499169493020669,0.7774993787077201,NAU-Copycat,Flu ED visits pct,2025-12-20
horry,2026-01-03,3,0.7628372126045044,0.06322634200539747,0,0.6996108705991069,NAU-Copycat,Flu ED visits pct,2025-12-20
texas,2026-01-03,3,0.3028735530480484,0,0.08954725281881289,0.21332630022923552,NAU-Copycat,Flu ED visits pct,2025-12-20
georgia,2026-01-03,3,0.6196522488170242,0,0.11913696263919427,0.5005152861778299,NAU-Copycat,Flu ED visits pct,2025-12-20
indiana,2026-01-03,3,0.7009179710207962,0,0.23848729065823931,0.46243068036255697,NAU-Copycat,Flu ED visits pct,2025-12-20
new-bedford,2026-01-03,3,0.6228937814613941,0.11033730905657002,0,0.512556472404824,NAU-Copycat,Flu ED visits pct,2025-12-20
south-carolina,2026-01-03,3,0.63451893715237,0,0.19085817020165774,0.4436607669507122,NAU-Copycat,Flu ED visits pct,2025-12-20
clt-area,2026-01-03,3,1.4262764372453995,0,0.1814737456600122,1.2448026915853871,NAU-Copycat,Flu ED visits pct,2025-12-20
fay-area,2026-01-03,3,1.3126416377944623,0,0.36043984053940054,0.9522017972550617,NAU-Copycat,Flu ED visits pct,2025-12-20
nenc,2026-01-03,3,2.2893679546354258,0,1.676211730473222,0.6131562241622037,NAU-Copycat,Flu ED visits pct,2025-12-20
north-carolina,2026-01-03,3,1.274098103736788,0,0.362981642123199,0.9111164616135891,NAU-Copycat,Flu ED visits pct,2025-12-20
rtp-area,2026-01-03,3,1.5167746859981568,0,0.8525506292331664,0.6642240567649906,NAU-Copycat,Flu ED visits pct,2025-12-20
senc,2026-01-03,3,1.6158596309048994,0.8199938856119405,0,0.7958657452929586,NAU-Copycat,Flu ED visits pct,2025-12-20
triad-area,2026-01-03,3,1.5244917729776692,0,0.8082223205242749,0.7162694524533944,NAU-Copycat,Flu ED visits pct,2025-12-20
wnc,2026-01-03,3,1.8836375103661436,0,1.3939550902596591,0.4896824201064845,NAU-Copycat,Flu ED visits pct,2025-12-20
nyc,2026-01-03,2,3.4760667891842143,2.1185267719980874,0,1.357540017186127,NAU-Copycat,ILI ED visits pct,2025-12-27
colorado,2026-01-03,2,0.5575084027220923,0.0036201131036081888,0,0.5538882896184841,NAU-Copycat,Flu ED visits pct,2025-12-27
mesa,2026-01-03,2,6.477938368581572,5.806005492604878,0,0.671932875976696,NAU-Copycat,Flu ED visits pct,2025-12-27
colorado-springs,2026-01-03,2,0.8039902222747854,0.2942452740343408,0,0.5097449482404445,NAU-Copycat,Flu ED visits pct,2025-12-27
denver,2026-01-03,2,0.656462930663857,0.09803641116448573,0,0.5584265194993713,NAU-Copycat,Flu ED visits pct,2025-12-27
weld,2026-01-03,2,3.813098282896868,2.9261870899388778,0,0.8869111929579887,NAU-Copycat,Flu ED visits pct,2025-12-27
macon,2026-01-03,2,5.243682157615773,4.800813801903427,0,0.4428683557123454,NAU-Copycat,Flu ED visits pct,2025-12-27
marietta,2026-01-03,2,5.568451578227077,5.060398178745858,0,0.5080533994812187,NAU-Copycat,Flu ED visits pct,2025-12-27
south-augusta,2026-01-03,2,1.977456957687907,1.7152130302188506,0,0.26224392746905667,NAU-Copycat,Flu ED visits pct,2025-12-27
la-grange,2026-01-03,2,8.858805100235697,8.195568190411327,0,0.6632369098243714,NAU-Copycat,Flu ED visits pct,2025-12-27
hall,2026-01-03,2,3.896257154767144,3.4200574986973624,0,0.4761996560697819,NAU-Copycat,Flu ED visits pct,2025-12-27
henry,2026-01-03,2,7.996735554503908,7.347280473143416,0,0.6494550813604931,NAU-Copycat,Flu ED visits pct,2025-12-27
floyd,2026-01-03,2,4.935571614485061,4.17294737602317,0,0.7626242384618932,NAU-Copycat,Flu ED visits pct,2025-12-27
savannah,2026-01-03,2,2.608421988140333,2.3440422624599253,0,0.26437972568040724,NAU-Copycat,Flu ED visits pct,2025-12-27
athens,2026-01-03,2,5.364851783395391,4.7380360001716815,0,0.6268157832237093,NAU-Copycat,Flu ED visits pct,2025-12-27
cherokee,2026-01-03,2,11.323406388503079,10.591217244519536,0,0.732189143983542,NAU-Copycat,Flu ED visits pct,2025-12-27
columbus,2026-01-03,2,0.9726336174508661,0.5873739601192715,0,0.3852596573315945,NAU-Copycat,Flu ED visits pct,2025-12-27
indianapolis,2026-01-03,2,1.23361241782731,0.7719986635931785,0,0.46161375423413137,NAU-Copycat,Flu ED visits pct,2025-12-27
maine,2026-01-03,2,0.41135062977119136,0,0.0535437644869227,0.35780686528426864,NAU-Copycat,Flu ED visits pct,2025-12-27
portland,2026-01-03,2,0.3921087125010682,0.1265097924907204,0,0.26559892001034785,NAU-Copycat,Flu ED visits pct,2025-12-27
montgomery,2026-01-03,2,1.4191693878442113,0.531338527009699,0,0.8878308608345126,NAU-Copycat,Flu ED visits pct,2025-12-27
harford,2026-01-03,2,1.8771807037448,1.331985878289013,0,0.5451948254557872,NAU-Copycat,Flu ED visits pct,2025-12-27
boston,2026-01-03,2,1.16748922310351,0.5672127955560361,0,0.6002764275474743,NAU-Copycat,Flu ED visits pct,2025-12-27
st-paul,2026-01-03,2,2.6966656392086725,1.8641972639245807,0,0.8324683752840917,NAU-Copycat,Flu ED visits pct,2025-12-27
duluth,2026-01-03,2,3.2202496811073478,2.610723260642777,0,0.609526420464571,NAU-Copycat,Flu ED visits pct,2025-12-27
rochester,2026-01-03,2,1.0357671713440055,0.62200718071579,0,0.41375999062821567,NAU-Copycat,Flu ED visits pct,2025-12-27
minneapolis,2026-01-03,2,1.8458066771308554,0.8663588634098911,0,0.9794478137209642,NAU-Copycat,Flu ED visits pct,2025-12-27
florence,2026-01-03,2,4.3260158420967,3.781881142470032,0,0.5441346996266684,NAU-Copycat,Flu ED visits pct,2025-12-27
columbia,2026-01-03,2,3.568864004226915,3.14029447213343,0,0.42856953209348436,NAU-Copycat,Flu ED visits pct,2025-12-27
san-antonio,2026-01-03,2,5.620662089393551,5.0799897329237345,0,0.5406723564698165,NAU-Copycat,Flu ED visits pct,2025-12-27
el-paso,2026-01-03,2,19.389419620186004,17.998884015238108,0,1.3905356049478965,NAU-Copycat,Flu ED visits pct,2025-12-27
dallas,2026-01-03,2,5.578767241828416,5.103042890851447,0,0.47572435097696864,NAU-Copycat,Flu ED visits pct,2025-12-27
houston,2026-01-03,2,0.36389524490567343,0.10022210894714936,0,0.26367313595852404,NAU-Copycat,Flu ED visits pct,2025-12-27
beaumont,2026-01-03,2,4.4500503548964,3.0224494544866802,0,1.4276009004097203,NAU-Copycat,Flu ED visits pct,2025-12-27
austin,2026-01-03,2,4.026670965583912,3.627582307272599,0,0.3990886583113129,NAU-Copycat,Flu ED visits pct,2025-12-27
ogden,2026-01-03,2,2.290892695896576,1.8424978498064526,0,0.4483948460901236,NAU-Copycat,Flu ED visits pct,2025-12-27
provo,2026-01-03,2,1.0484786749259922,0.29484423493695583,0,0.7536344399890363,NAU-Copycat,Flu ED visits pct,2025-12-27
salt-lake-city,2026-01-03,2,0.9153009544262917,0.1905045996153906,0,0.7247963548109012,NAU-Copycat,Flu ED visits pct,2025-12-27
virginia,2026-01-03,2,0.6481918031263222,0.019529943066498134,0,0.628661860059824,NAU-Copycat,Flu ED visits pct,2025-12-27
roanoke,2026-01-03,2,0.45424757094234824,0,0.13167930522366866,0.3225682657186796,NAU-Copycat,Flu ED visits pct,2025-12-27
boulder,2026-01-03,2,0.6083846978871561,0,0.3036748042623739,0.3047098936247822,NAU-Copycat,Flu ED visits pct,2025-12-27
bangor,2026-01-03,2,1.2010138120776541,0,0.7159769191381278,0.48503689293952656,NAU-Copycat,Flu ED visits pct,2025-12-27
baltimore,2026-01-03,2,4.1262472145954785,3.382647549949473,0,0.7435996646460055,NAU-Copycat,Flu ED visits pct,2025-12-27
frederick,2026-01-03,2,3.9022278788625204,3.267739108642763,0,0.6344887702197577,NAU-Copycat,Flu ED visits pct,2025-12-27
pittsfield,2026-01-03,2,0.7280578163251772,0.3917470554946343,0,0.3363107608305428,NAU-Copycat,Flu ED visits pct,2025-12-27
lynn,2026-01-03,2,1.2852586766716396,0.7983611913516514,0,0.48689748531998833,NAU-Copycat,Flu ED visits pct,2025-12-27
springfield,2026-01-03,2,3.188761055760664,2.5676047549936944,0,0.6211563007669698,NAU-Copycat,Flu ED visits pct,2025-12-27
worcester,2026-01-03,2,0.8341547938694682,0.1944298962372621,0,0.6397248976322061,NAU-Copycat,Flu ED visits pct,2025-12-27
st-cloud,2026-01-03,2,3.0325382800397516,0,2.8158207834605777,0.21671749657917388,NAU-Copycat,Flu ED visits pct,2025-12-27
greenville,2026-01-03,2,2.751449691043808,2.286439133427626,0,0.46501055761618254,NAU-Copycat,Flu ED visits pct,2025-12-27
charleston,2026-01-03,2,4.920207741004091,4.576049394825721,0,0.34415834617836993,NAU-Copycat,Flu ED visits pct,2025-12-27
rock-hill,2026-01-03,2,17.661926294874416,16.35092868573174,0,1.3109976091426763,NAU-Copycat,Flu ED visits pct,2025-12-27
utah,2026-01-03,2,1.1331465981486788,0.44140959179641304,0,0.6917370063522656,NAU-Copycat,Flu ED visits pct,2025-12-27
larimer,2026-01-03,2,3.5062157834310574,2.9282053493635507,0,0.5780104340675063,NAU-Copycat,Flu ED visits pct,2025-12-27
maryland,2026-01-03,2,1.2874487731764122,0.43596643814581093,0,0.8514823350306013,NAU-Copycat,Flu ED visits pct,2025-12-27
massachusetts,2026-01-03,2,1.2585853771332696,0.4546506118858168,0,0.8039347652474527,NAU-Copycat,Flu ED visits pct,2025-12-27
minnesota,2026-01-03,2,1.3392243577157115,0.4389854430429183,0,0.900238914672793,NAU-Copycat,Flu ED visits pct,2025-12-27
horry,2026-01-03,2,7.4754544720182015,6.938796854617209,0,0.5366576174009926,NAU-Copycat,Flu ED visits pct,2025-12-27
texas,2026-01-03,2,6.179163749700034,5.664093553993792,0,0.5150701957062405,NAU-Copycat,Flu ED visits pct,2025-12-27
georgia,2026-01-03,2,6.0872735771661475,5.595506900815608,0,0.4917666763505384,NAU-Copycat,Flu ED visits pct,2025-12-27
indiana,2026-01-03,2,1.805344906075987,1.2464806629901897,0,0.5588642430857973,NAU-Copycat,Flu ED visits pct,2025-12-27
new-bedford,2026-01-03,2,4.286596306317687,3.6859868819474735,0,0.600609424370213,NAU-Copycat,Flu ED visits pct,2025-12-27
south-carolina,2026-01-03,2,4.909105576952095,4.427061648945187,0,0.48204392800690876,NAU-Copycat,Flu ED visits pct,2025-12-27
clt-area,2026-01-03,2,4.152852327262766,2.632863429428094,0,1.519988897834673,NAU-Copycat,Flu ED visits pct,2025-12-27
fay-area,2026-01-03,2,12.00188982110408,10.928460932326722,0,1.0734288887773586,NAU-Copycat,Flu ED visits pct,2025-12-27
nenc,2026-01-03,2,2.0662763669431286,1.1051225106106624,0,0.9611538563324662,NAU-Copycat,Flu ED visits pct,2025-12-27
north-carolina,2026-01-03,2,3.8665683754496976,2.691437997980243,0,1.1751303774694548,NAU-Copycat,Flu ED visits pct,2025-12-27
rtp-area,2026-01-03,2,2.310562637823949,1.7624904869095817,0,0.5480721509143673,NAU-Copycat,Flu ED visits pct,2025-12-27
senc,2026-01-03,2,8.574594547988163,7.68859071762823,0,0.8860038303599317,NAU-Copycat,Flu ED visits pct,2025-12-27
triad-area,2026-01-03,2,1.4196151746139059,0.5055223750535345,0,0.914092799560371,NAU-Copycat,Flu ED visits pct,2025-12-27
wnc,2026-01-03,2,3.3902750090953986,2.8117519026187074,0,0.5785231064766916,NAU-Copycat,Flu ED visits pct,2025-12-27
nyc,2026-01-03,1,1.0193491809161763,0.4687081322129458,0,0.5506410487032305,NAU-Copycat,ILI ED visits pct,2026-01-03
colorado,2026-01-03,1,1.2783294987903722,0.6726303323335702,0,0.6056991664568021,NAU-Copycat,Flu ED visits pct,2026-01-03
mesa,2026-01-03,1,8.400086320253877,7.848379672434414,0,0.5517066478194628,NAU-Copycat,Flu ED visits pct,2026-01-03
colorado-springs,2026-01-03,1,4.723160042661981,4.275668163021065,0,0.44749187964091597,NAU-Copycat,Flu ED visits pct,2026-01-03
denver,2026-01-03,1,0.895697273669867,0.4621735999359688,0,0.4335236737338981,NAU-Copycat,Flu ED visits pct,2026-01-03
weld,2026-01-03,1,0.9932488841074767,0.5225925841234891,0,0.4706562999839877,NAU-Copycat,Flu ED visits pct,2026-01-03
macon,2026-01-03,1,7.40666480210091,7.08046049318895,0,0.3262043089119592,NAU-Copycat,Flu ED visits pct,2026-01-03
marietta,2026-01-03,1,10.523546685298307,9.99392085940288,0,0.5296258258954285,NAU-Copycat,Flu ED visits pct,2026-01-03
south-augusta,2026-01-03,1,5.023503223981994,4.7446153805149764,0,0.2788878434670169,NAU-Copycat,Flu ED visits pct,2026-01-03
la-grange,2026-01-03,1,12.17736062530107,11.594356537499143,0,0.5830040878019269,NAU-Copycat,Flu ED visits pct,2026-01-03
hall,2026-01-03,1,8.624385811460165,8.098075636717605,0,0.5263101747425608,NAU-Copycat,Flu ED visits pct,2026-01-03
henry,2026-01-03,1,8.391143494852882,7.914984094073743,0,0.4761594007791385,NAU-Copycat,Flu ED visits pct,2026-01-03
floyd,2026-01-03,1,10.907132415661067,10.251272976922507,0,0.6558594387385601,NAU-Copycat,Flu ED visits pct,2026-01-03
savannah,2026-01-03,1,3.9785281116313964,3.731339184793019,0,0.24718892683837776,NAU-Copycat,Flu ED visits pct,2026-01-03
athens,2026-01-03,1,11.529572156622661,10.900479318770644,0,0.6290928378520166,NAU-Copycat,Flu ED visits pct,2026-01-03
cherokee,2026-01-03,1,15.077132194962523,14.366343587863149,0,0.7107886070993786,NAU-Copycat,Flu ED visits pct,2026-01-03
columbus,2026-01-03,1,6.853975606702676,6.39707366326278,0,0.4569019434398952,NAU-Copycat,Flu ED visits pct,2026-01-03
indianapolis,2026-01-03,1,5.139191941615184,4.772483562024641,0,0.3667083795905432,NAU-Copycat,Flu ED visits pct,2026-01-03
maine,2026-01-03,1,2.279565616283188,1.9689696990919359,0,0.310595917191252,NAU-Copycat,Flu ED visits pct,2026-01-03
portland,2026-01-03,1,3.4802938493956534,3.182929583801476,0,0.29736426559417733,NAU-Copycat,Flu ED visits pct,2026-01-03
montgomery,2026-01-03,1,4.274227414720844,3.637708260423149,0,0.6365191542976939,NAU-Copycat,Flu ED visits pct,2026-01-03
harford,2026-01-03,1,5.708038566575057,5.291092512225962,0,0.4169460543490956,NAU-Copycat,Flu ED visits pct,2026-01-03
boston,2026-01-03,1,3.2941758101318874,2.8598298536319753,0,0.4343459564999119,NAU-Copycat,Flu ED visits pct,2026-01-03
st-paul,2026-01-03,1,3.905267272967723,3.147553757285741,0,0.7577135156819818,NAU-Copycat,Flu ED visits pct,2026-01-03
duluth,2026-01-03,1,7.641347217545268,7.042405823934843,0,0.5989413936104261,NAU-Copycat,Flu ED visits pct,2026-01-03
rochester,2026-01-03,1,5.78645304727669,5.272109856309809,0,0.5143431909668807,NAU-Copycat,Flu ED visits pct,2026-01-03
minneapolis,2026-01-03,1,2.5517050098790857,1.8532374463664196,0,0.6984675635126661,NAU-Copycat,Flu ED visits pct,2026-01-03
florence,2026-01-03,1,8.711697679314302,8.225104270407959,0,0.4865934089063438,NAU-Copycat,Flu ED visits pct,2026-01-03
columbia,2026-01-03,1,6.684194792233277,6.265510363399552,0,0.4186844288337251,NAU-Copycat,Flu ED visits pct,2026-01-03
san-antonio,2026-01-03,1,6.860869716643573,6.4435072731696685,0,0.41736244347390394,NAU-Copycat,Flu ED visits pct,2026-01-03
el-paso,2026-01-03,1,16.072137046906196,15.200364866908586,0,0.8717721799976094,NAU-Copycat,Flu ED visits pct,2026-01-03
dallas,2026-01-03,1,7.578307165113598,7.192114862052001,0,0.3861923030615983,NAU-Copycat,Flu ED visits pct,2026-01-03
houston,2026-01-03,1,1.5715118458372244,1.3642381792604252,0,0.20727366657679913,NAU-Copycat,Flu ED visits pct,2026-01-03
beaumont,2026-01-03,1,1.8569791083338072,1.2521542456469894,0,0.6048248626868173,NAU-Copycat,Flu ED visits pct,2026-01-03
austin,2026-01-03,1,4.552609431179909,4.215630719776085,0,0.33697871140382346,NAU-Copycat,Flu ED visits pct,2026-01-03
ogden,2026-01-03,1,6.508094842374792,6.091806791022742,0,0.41628805135205005,NAU-Copycat,Flu ED visits pct,2026-01-03
provo,2026-01-03,1,7.049245986299101,6.497729429373866,0,0.5515165569252333,NAU-Copycat,Flu ED visits pct,2026-01-03
salt-lake-city,2026-01-03,1,2.519578061637773,1.9636055860878168,0,0.5559724755499565,NAU-Copycat,Flu ED visits pct,2026-01-03
virginia,2026-01-03,1,5.825489667579591,5.373799523072149,0,0.45169014450744055,NAU-Copycat,Flu ED visits pct,2026-01-03
roanoke,2026-01-03,1,4.621967916725208,4.3421180753792425,0,0.27984984134596536,NAU-Copycat,Flu ED visits pct,2026-01-03
boulder,2026-01-03,1,0.8765402458213278,0.46024350371587236,0,0.4162967421054555,NAU-Copycat,Flu ED visits pct,2026-01-03
bangor,2026-01-03,1,0.6510930712189593,0.09149253889053968,0,0.5596005323284197,NAU-Copycat,Flu ED visits pct,2026-01-03
baltimore,2026-01-03,1,3.217670634917452,2.6198772993464887,0,0.5977933355709638,NAU-Copycat,Flu ED visits pct,2026-01-03
frederick,2026-01-03,1,6.7080266306321725,6.180991221712625,0,0.5270354089195478,NAU-Copycat,Flu ED visits pct,2026-01-03
pittsfield,2026-01-03,1,1.8425238347463042,1.5524052452609471,0,0.29011858948535707,NAU-Copycat,Flu ED visits pct,2026-01-03
lynn,2026-01-03,1,4.3654078697181005,3.909747454470502,0,0.45566041524759776,NAU-Copycat,Flu ED visits pct,2026-01-03
springfield,2026-01-03,1,4.4939816362563185,3.960735735526482,0,0.5332459007298366,NAU-Copycat,Flu ED visits pct,2026-01-03
worcester,2026-01-03,1,4.768573138898475,4.261754215830191,0,0.5068189230682838,NAU-Copycat,Flu ED visits pct,2026-01-03
st-cloud,2026-01-03,1,0.4623700586755219,0,0.11865154997405646,0.34371850870146536,NAU-Copycat,Flu ED visits pct,2026-01-03
greenville,2026-01-03,1,9.638643883500151,9.082209032491402,0,0.5564348510087505,NAU-Copycat,Flu ED visits pct,2026-01-03
charleston,2026-01-03,1,6.539143369876894,6.225466220237207,0,0.3136771496396874,NAU-Copycat,Flu ED visits pct,2026-01-03
rock-hill,2026-01-03,1,10.483283383761881,9.829563066563788,0,0.6537203171980942,NAU-Copycat,Flu ED visits pct,2026-01-03
utah,2026-01-03,1,4.698171233801672,4.236462562347484,0,0.46170867145418804,NAU-Copycat,Flu ED visits pct,2026-01-03
larimer,2026-01-03,1,1.5831728882528882,1.2616639875125195,0,0.3215089007403686,NAU-Copycat,Flu ED visits pct,2026-01-03
maryland,2026-01-03,1,2.7974547075572036,2.0919534827734516,0,0.705501224783752,NAU-Copycat,Flu ED visits pct,2026-01-03
massachusetts,2026-01-03,1,4.028348624148783,3.5153902181845194,0,0.5129584059642636,NAU-Copycat,Flu ED visits pct,2026-01-03
minnesota,2026-01-03,1,4.203043696246818,3.4593408173674907,0,0.7437028788793266,NAU-Copycat,Flu ED visits pct,2026-01-03
horry,2026-01-03,1,7.054143705933069,6.624025860328205,0,0.4301178456048641,NAU-Copycat,Flu ED visits pct,2026-01-03
texas,2026-01-03,1,5.8277511422669095,5.509837730359611,0,0.31791341190729905,NAU-Copycat,Flu ED visits pct,2026-01-03
georgia,2026-01-03,1,8.02677710644243,7.596896080011269,0,0.42988102643116055,NAU-Copycat,Flu ED visits pct,2026-01-03
indiana,2026-01-03,1,6.130091647524378,5.681159747847259,0,0.4489318996771211,NAU-Copycat,Flu ED visits pct,2026-01-03
new-bedford,2026-01-03,1,6.594089329339359,6.036990144446805,0,0.5570991848925543,NAU-Copycat,Flu ED visits pct,2026-01-03
south-carolina,2026-01-03,1,7.479504034292917,7.04711889517523,0,0.4323851391176869,NAU-Copycat,Flu ED visits pct,2026-01-03
clt-area,2026-01-03,1,8.077571778100204,6.948237757893395,0,1.1293340202068085,NAU-Copycat,Flu ED visits pct,2026-01-03
fay-area,2026-01-03,1,13.053939231393564,12.176832084730052,0,0.8771071466635113,NAU-Copycat,Flu ED visits pct,2026-01-03
nenc,2026-01-03,1,9.478907036250092,8.690692175790215,0,0.7882148604598761,NAU-Copycat,Flu ED visits pct,2026-01-03
north-carolina,2026-01-03,1,10.269823092536676,9.483042142386601,0,0.7867809501500752,NAU-Copycat,Flu ED visits pct,2026-01-03
rtp-area,2026-01-03,1,9.607612454047809,9.017225683853995,0,0.5903867701938132,NAU-Copycat,Flu ED visits pct,2026-01-03
senc,2026-01-03,1,7.994301754757534,7.389666675402988,0,0.6046350793545461,NAU-Copycat,Flu ED visits pct,2026-01-03
triad-area,2026-01-03,1,10.133914174751956,9.517410965024242,0,0.6165032097277143,NAU-Copycat,Flu ED visits pct,2026-01-03
wnc,2026-01-03,1,6.977838570368967,6.481164619338035,0,0.496673951030932,NAU-Copycat,Flu ED visits pct,2026-01-03
nyc,2026-01-10,4,5.111433506430027,2.9580756354272344,0,2.1533578710027927,NAU-Copycat,ILI ED visits pct,2025-12-20
colorado,2026-01-10,4,0.7811767422767659,0.07959096810283434,0,0.7015857741739316,NAU-Copycat,Flu ED visits pct,2025-12-20
mesa,2026-01-10,4,1.7515253805914766,1.3213955436893525,0,0.4301298369021238,NAU-Copycat,Flu ED visits pct,2025-12-20
colorado-springs,2026-01-10,4,0.7936435212307605,0,0.011227847319940013,0.7824156739108206,NAU-Copycat,Flu ED visits pct,2025-12-20
denver,2026-01-10,4,0.7129192865050862,0.08769718681165001,0,0.6252220996934361,NAU-Copycat,Flu ED visits pct,2025-12-20
weld,2026-01-10,4,0.7360151741647591,0.2271102494064842,0,0.508904924758275,NAU-Copycat,Flu ED visits pct,2025-12-20
macon,2026-01-10,4,4.259259454448843,3.8249592151099225,0,0.4343002393389214,NAU-Copycat,Flu ED visits pct,2025-12-20
marietta,2026-01-10,4,0.5300643230815123,0.022791923073808482,0,0.5072724000077038,NAU-Copycat,Flu ED visits pct,2025-12-20
south-augusta,2026-01-10,4,2.260571123024981,2.0110930381169805,0,0.24947808490800005,NAU-Copycat,Flu ED visits pct,2025-12-20
la-grange,2026-01-10,4,4.261887123890203,3.615854889815056,0,0.6460322340751471,NAU-Copycat,Flu ED visits pct,2025-12-20
hall,2026-01-10,4,0.7532982228306445,0.10970310315157593,0,0.6435951196790686,NAU-Copycat,Flu ED visits pct,2025-12-20
henry,2026-01-10,4,5.563570984985211,4.7788511636841156,0,0.7847198213010956,NAU-Copycat,Flu ED visits pct,2025-12-20
floyd,2026-01-10,4,4.291822513788621,3.5906076763721058,0,0.7012148374165156,NAU-Copycat,Flu ED visits pct,2025-12-20
savannah,2026-01-10,4,0.5005077851361369,0,0.15773573775145563,0.3427720473846813,NAU-Copycat,Flu ED visits pct,2025-12-20
athens,2026-01-10,4,0.7117835774076404,0.14941507805055693,0,0.5623684993570836,NAU-Copycat,Flu ED visits pct,2025-12-20
cherokee,2026-01-10,4,3.9039860187251523,3.2808044030219867,0,0.6231816157031658,NAU-Copycat,Flu ED visits pct,2025-12-20
columbus,2026-01-10,4,0.8341444159699338,0,0.3702381619750304,0.4639062539949033,NAU-Copycat,Flu ED visits pct,2025-12-20
indianapolis,2026-01-10,4,0.7423184879657635,0.11302996363564224,0,0.6292885243301213,NAU-Copycat,Flu ED visits pct,2025-12-20
maine,2026-01-10,4,0.6491478341413798,0,0.18527146864899852,0.4638763654923813,NAU-Copycat,Flu ED visits pct,2025-12-20
portland,2026-01-10,4,0.49966660005768015,0,0.13437333415243793,0.3652932659052422,NAU-Copycat,Flu ED visits pct,2025-12-20
montgomery,2026-01-10,4,1.0598507714824275,0.12366000238262842,0,0.936190769099799,NAU-Copycat,Flu ED visits pct,2025-12-20
harford,2026-01-10,4,1.604623051736476,1.04672166183625,0,0.5579013899002258,NAU-Copycat,Flu ED visits pct,2025-12-20
boston,2026-01-10,4,0.7780891732654284,0.05411676182291922,0,0.7239724114425091,NAU-Copycat,Flu ED visits pct,2025-12-20
st-paul,2026-01-10,4,0.7393125780960337,0.04932186683667488,0,0.6899907112593587,NAU-Copycat,Flu ED visits pct,2025-12-20
duluth,2026-01-10,4,1.0119068800092468,0,0.2670643212839907,0.7448425587252561,NAU-Copycat,Flu ED visits pct,2025-12-20
rochester,2026-01-10,4,0.467680544504552,0,0.14460737236580604,0.3230731721387459,NAU-Copycat,Flu ED visits pct,2025-12-20
