location,target_end_date,horizon,reference_date,wis,model_id,target
virginia,2026-02-07,2,2026-02-07,0.4650586747957602,ACCIDDA-InfluPaint,Flu ED visits pct
nyc,2026-02-07,2,2026-02-07,0.9365018228689829,ACCIDDA-InfluPaint,Flu ED visits pct
nenc,2026-02-07,2,2026-02-07,0.21710453488760534,ACCIDDA-InfluPaint,Flu ED visits pct
senc,2026-02-07,2,2026-02-07,0.4383359641871517,ACCIDDA-InfluPaint,Flu ED visits pct
fay-area,2026-02-07,2,2026-02-07,1.6576698962433463,ACCIDDA-InfluPaint,Flu ED visits pct
rtp-area,2026-02-07,2,2026-02-07,0.5031579030056792,ACCIDDA-InfluPaint,Flu ED visits pct
triad-area,2026-02-07,2,2026-02-07,0.2527185729559924,ACCIDDA-InfluPaint,Flu ED visits pct
wnc,2026-02-07,2,2026-02-07,0.19470389450589823,ACCIDDA-InfluPaint,Flu ED visits pct
clt-area,2026-02-07,2,2026-02-07,0.5687837719503375,ACCIDDA-InfluPaint,Flu ED visits pct
north-carolina,2026-02-07,2,2026-02-07,0.3719299066894586,ACCIDDA-InfluPaint,Flu ED visits pct
portland-or,2026-02-07,2,2026-02-07,1.4511313968234587,ACCIDDA-InfluPaint,Flu ED visits pct
salem,2026-02-07,2,2026-02-07,4.064366139686769,ACCIDDA-InfluPaint,Flu ED visits pct
deschutes,2026-02-07,2,2026-02-07,2.6586254911455836,ACCIDDA-InfluPaint,Flu ED visits pct
eugene,2026-02-07,2,2026-02-07,4.4625224658432945,ACCIDDA-InfluPaint,Flu ED visits pct
medford,2026-02-07,2,2026-02-07,6.389003625545237,ACCIDDA-InfluPaint,Flu ED visits pct
oregon,2026-02-07,2,2026-02-07,5.235281450533204,ACCIDDA-InfluPaint,Flu ED visits pct
denver,2026-02-07,1,2026-02-07,0.1056254097239839,ACCIDDA-InfluPaint,Flu ED visits pct
mesa,2026-02-07,1,2026-02-07,0.15937892751561275,ACCIDDA-InfluPaint,Flu ED visits pct
colorado-springs,2026-02-07,1,2026-02-07,0.5257191973096791,ACCIDDA-InfluPaint,Flu ED visits pct
weld,2026-02-07,1,2026-02-07,0.1244736996955342,ACCIDDA-InfluPaint,Flu ED visits pct
boulder,2026-02-07,1,2026-02-07,0.20169664828313721,ACCIDDA-InfluPaint,Flu ED visits pct
larimer,2026-02-07,1,2026-02-07,0.13195455596678796,ACCIDDA-InfluPaint,Flu ED visits pct
colorado,2026-02-07,1,2026-02-07,0.39954429459240703,ACCIDDA-InfluPaint,Flu ED visits pct
savannah,2026-02-07,1,2026-02-07,0.23462044475807087,ACCIDDA-InfluPaint,Flu ED visits pct
floyd,2026-02-07,1,2026-02-07,0.15253786635067726,ACCIDDA-InfluPaint,Flu ED visits pct
hall,2026-02-07,1,2026-02-07,1.2445452244083086,ACCIDDA-InfluPaint,Flu ED visits pct
marietta,2026-02-07,1,2026-02-07,0.1441045569380125,ACCIDDA-InfluPaint,Flu ED visits pct
