model_id,location,target_end_date,horizon,target,reference_date,output_type,oracle_value,quantile_0.025,quantile_0.975,coverage_95
ACCIDDA-InfluPaint,florence,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,3.98,0.7930154725909233,5.331538140773773,1
ACCIDDA-InfluPaint,florence,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,4.1,0.487457774579525,4.988688349723816,1
ACCIDDA-InfluPaint,charleston,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,4.63,1.855562373995781,4.699967920780182,1
ACCIDDA-InfluPaint,charleston,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,5.61,0.9020347371697426,4.350682258605957,0
ACCIDDA-InfluPaint,charleston,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,4.69,0.7930154725909233,5.331538140773773,1
ACCIDDA-InfluPaint,charleston,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,3.36,0.487457774579525,4.988688349723816,1
ACCIDDA-InfluPaint,rock-hill,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,1.76,1.855562373995781,4.699967920780182,0
ACCIDDA-InfluPaint,rock-hill,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,2.27,0.9020347371697426,4.350682258605957,1
ACCIDDA-InfluPaint,rock-hill,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,1.43,0.7930154725909233,5.331538140773773,1
ACCIDDA-InfluPaint,rock-hill,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,1.9,0.487457774579525,4.988688349723816,1
ACCIDDA-InfluPaint,horry,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,3.04,1.855562373995781,4.699967920780182,1
ACCIDDA-InfluPaint,horry,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,3.35,0.9020347371697426,4.350682258605957,1
ACCIDDA-InfluPaint,horry,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,2.18,0.7930154725909233,5.331538140773773,1
ACCIDDA-InfluPaint,horry,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,2.74,0.487457774579525,4.988688349723816,1
ACCIDDA-InfluPaint,houston,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,1.56,1.1821601539850235,3.9612957239151,1
ACCIDDA-InfluPaint,houston,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,1.5,0.8383427560329437,4.148915886878967,1
ACCIDDA-InfluPaint,houston,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,1.6,0.603108637034893,4.795425593852997,1
ACCIDDA-InfluPaint,houston,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,1.16,0.4600597433745861,4.407482922077179,1
ACCIDDA-InfluPaint,san-antonio,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,6.82,1.1821601539850235,3.9612957239151,0
ACCIDDA-InfluPaint,san-antonio,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,8.62,0.8383427560329437,4.148915886878967,0
ACCIDDA-InfluPaint,san-antonio,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,8.45,0.603108637034893,4.795425593852997,0
ACCIDDA-InfluPaint,san-antonio,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,6.2,0.4600597433745861,4.407482922077179,0
ACCIDDA-InfluPaint,beaumont,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,2.86,1.1821601539850235,3.9612957239151,1
ACCIDDA-InfluPaint,beaumont,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,3.79,0.8383427560329437,4.148915886878967,1
ACCIDDA-InfluPaint,beaumont,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,3.08,0.603108637034893,4.795425593852997,1
ACCIDDA-InfluPaint,beaumont,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,1.87,0.4600597433745861,4.407482922077179,1
ACCIDDA-InfluPaint,el-paso,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,1.21,1.1821601539850235,3.9612957239151,1
ACCIDDA-InfluPaint,el-paso,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,1.04,0.8383427560329437,4.148915886878967,1
ACCIDDA-InfluPaint,el-paso,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,1,0.603108637034893,4.795425593852997,1
ACCIDDA-InfluPaint,el-paso,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,1.43,0.4600597433745861,4.407482922077179,1
ACCIDDA-InfluPaint,austin,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,3.54,1.1821601539850235,3.9612957239151,1
ACCIDDA-InfluPaint,austin,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,4.27,0.8383427560329437,4.148915886878967,0
ACCIDDA-InfluPaint,austin,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,4.74,0.603108637034893,4.795425593852997,1
ACCIDDA-InfluPaint,austin,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,3.56,0.4600597433745861,4.407482922077179,1
ACCIDDA-InfluPaint,dallas,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,4.57,1.1821601539850235,3.9612957239151,0
ACCIDDA-InfluPaint,dallas,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,3.16,0.8383427560329437,4.148915886878967,1
ACCIDDA-InfluPaint,dallas,2026-02-14,2,Flu ED visits pct,2026-01-31,quantile,3.66,0.603108637034893,4.795425593852997,1
ACCIDDA-InfluPaint,dallas,2026-02-21,3,Flu ED visits pct,2026-01-31,quantile,3.14,0.4600597433745861,4.407482922077179,1
ACCIDDA-InfluPaint,provo,2026-01-31,0,Flu ED visits pct,2026-01-31,quantile,2.41,2.041136354207993,5.3545010685920715,1
ACCIDDA-InfluPaint,provo,2026-02-07,1,Flu ED visits pct,2026-01-31,quantile,3.07,1.1308005452156067,4.587856888771057,1
