location,target_end_date,horizon,wis,model_id,target
fay-area,2026-03-21,1,0.10094803170181507,NAU-Copycat,Flu ED visits pct
nenc,2026-03-21,1,0.08698178865864485,NAU-Copycat,Flu ED visits pct
rtp-area,2026-03-21,1,0.11103116570865647,NAU-Copycat,Flu ED visits pct
senc,2026-03-21,1,0.07649403217338314,NAU-Copycat,Flu ED visits pct
triad-area,2026-03-21,1,0.09468036025686129,NAU-Copycat,Flu ED visits pct
wnc,2026-03-21,1,0.08850734433444879,NAU-Copycat,Flu ED visits pct
portland-or,2026-03-21,1,0.04996567244682578,NAU-Copycat,Flu ED visits pct
salem,2026-03-21,1,0.08248739784554111,NAU-Copycat,Flu ED visits pct
deschutes,2026-03-21,1,0.13003863753105335,NAU-Copycat,Flu ED visits pct
eugene,2026-03-21,1,0.09550831179679126,NAU-Copycat,Flu ED visits pct
medford,2026-03-21,1,0.22020485869577702,NAU-Copycat,Flu ED visits pct
mesa,2026-03-28,4,0.41743291480709255,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-03-28,4,0.0788678163515954,NAU-Copycat,Flu ED visits pct
denver,2026-03-28,4,0.0709506853150346,NAU-Copycat,Flu ED visits pct
weld,2026-03-28,4,0.07571331914078819,NAU-Copycat,Flu ED visits pct
macon,2026-03-28,4,0.15036772149968108,NAU-Copycat,Flu ED visits pct
marietta,2026-03-28,4,0.11259149306401334,NAU-Copycat,Flu ED visits pct
south-augusta,2026-03-28,4,0.07092052093229854,NAU-Copycat,Flu ED visits pct
la-grange,2026-03-28,4,0.12266275259617888,NAU-Copycat,Flu ED visits pct
hall,2026-03-28,4,0.0660308447561076,NAU-Copycat,Flu ED visits pct
henry,2026-03-28,4,0.10669163403087972,NAU-Copycat,Flu ED visits pct
floyd,2026-03-28,4,0.06880405482444359,NAU-Copycat,Flu ED visits pct
savannah,2026-03-28,4,0.12062401025703351,NAU-Copycat,Flu ED visits pct
athens,2026-03-28,4,0.06672715115642665,NAU-Copycat,Flu ED visits pct
cherokee,2026-03-28,4,0.08302058604362551,NAU-Copycat,Flu ED visits pct
columbus,2026-03-28,4,0.06651288937817407,NAU-Copycat,Flu ED visits pct
indianapolis,2026-03-28,4,0.10478130899681276,NAU-Copycat,Flu ED visits pct
portland,2026-03-28,4,0.12808841232279045,NAU-Copycat,Flu ED visits pct
montgomery,2026-03-28,4,0.08948618554400599,NAU-Copycat,Flu ED visits pct
harford,2026-03-28,4,0.08290947243339687,NAU-Copycat,Flu ED visits pct
boston,2026-03-28,4,0.12121603602172347,NAU-Copycat,Flu ED visits pct
st-paul,2026-03-28,4,0.09247600996799096,NAU-Copycat,Flu ED visits pct
duluth,2026-03-28,4,0.1675519522074428,NAU-Copycat,Flu ED visits pct
rochester,2026-03-28,4,0.08524672181831744,NAU-Copycat,Flu ED visits pct
minneapolis,2026-03-28,4,0.1301957074097946,NAU-Copycat,Flu ED visits pct
florence,2026-03-28,4,0.3170784604723877,NAU-Copycat,Flu ED visits pct
columbia,2026-03-28,4,0.11559592921515716,NAU-Copycat,Flu ED visits pct
san-antonio,2026-03-28,4,0.07092310616433967,NAU-Copycat,Flu ED visits pct
el-paso,2026-03-28,4,0.06666942742511729,NAU-Copycat,Flu ED visits pct
dallas,2026-03-28,4,0.10625707683600671,NAU-Copycat,Flu ED visits pct
houston,2026-03-28,4,0.10625707683600671,NAU-Copycat,Flu ED visits pct
beaumont,2026-03-28,4,0.06811001638830746,NAU-Copycat,Flu ED visits pct
austin,2026-03-28,4,0.10820071693960445,NAU-Copycat,Flu ED visits pct
ogden,2026-03-28,4,0.0790981556301174,NAU-Copycat,Flu ED visits pct
provo,2026-03-28,4,0.11487450430792771,NAU-Copycat,Flu ED visits pct
salt-lake-city,2026-03-28,4,0.08648590465998773,NAU-Copycat,Flu ED visits pct
roanoke,2026-03-28,4,0.09357899974163267,NAU-Copycat,Flu ED visits pct
boulder,2026-03-28,4,0.07133986648739038,NAU-Copycat,Flu ED visits pct
bangor,2026-03-28,4,0.26382342079997734,NAU-Copycat,Flu ED visits pct
baltimore,2026-03-28,4,0.08280797175848319,NAU-Copycat,Flu ED visits pct
frederick,2026-03-28,4,0.413953131778378,NAU-Copycat,Flu ED visits pct
pittsfield,2026-03-28,4,0.3562894072914322,NAU-Copycat,Flu ED visits pct
lynn,2026-03-28,4,0.10719229804816112,NAU-Copycat,Flu ED visits pct
springfield,2026-03-28,4,0.4257962854717874,NAU-Copycat,Flu ED visits pct
worcester,2026-03-28,4,0.18734205763362666,NAU-Copycat,Flu ED visits pct
st-cloud,2026-03-28,4,0.11038790058619433,NAU-Copycat,Flu ED visits pct
greenville,2026-03-28,4,0.09330828080544834,NAU-Copycat,Flu ED visits pct
charleston,2026-03-28,4,0.12640768779954178,NAU-Copycat,Flu ED visits pct
rock-hill,2026-03-28,4,0.0713347803831136,NAU-Copycat,Flu ED visits pct
larimer,2026-03-28,4,0.08369827038852644,NAU-Copycat,Flu ED visits pct
horry,2026-03-28,4,0.07285340690852068,NAU-Copycat,Flu ED visits pct
new-bedford,2026-03-28,4,0.2229265958164485,NAU-Copycat,Flu ED visits pct
clt-area,2026-03-28,4,0.08419438283990426,NAU-Copycat,Flu ED visits pct
fay-area,2026-03-28,4,0.0786893010008565,NAU-Copycat,Flu ED visits pct
nenc,2026-03-28,4,0.1340645472873398,NAU-Copycat,Flu ED visits pct
rtp-area,2026-03-28,4,0.11887204445523342,NAU-Copycat,Flu ED visits pct
senc,2026-03-28,4,0.08507360404952673,NAU-Copycat,Flu ED visits pct
triad-area,2026-03-28,4,0.10751652626736465,NAU-Copycat,Flu ED visits pct
wnc,2026-03-28,4,0.1205263075692764,NAU-Copycat,Flu ED visits pct
portland-or,2026-03-28,4,0.07408212423617161,NAU-Copycat,Flu ED visits pct
salem,2026-03-28,4,0.08420582352827119,NAU-Copycat,Flu ED visits pct
deschutes,2026-03-28,4,0.07408212423617161,NAU-Copycat,Flu ED visits pct
eugene,2026-03-28,4,0.07289524921124135,NAU-Copycat,Flu ED visits pct
medford,2026-03-28,4,0.18303017631815122,NAU-Copycat,Flu ED visits pct
mesa,2026-03-28,3,0.5997353335851768,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-03-28,3,0.05120880763678559,NAU-Copycat,Flu ED visits pct
denver,2026-03-28,3,0.06365674397334248,NAU-Copycat,Flu ED visits pct
weld,2026-03-28,3,0.06841937779909607,NAU-Copycat,Flu ED visits pct
macon,2026-03-28,3,0.0686218583729216,NAU-Copycat,Flu ED visits pct
marietta,2026-03-28,3,0.05715151288984442,NAU-Copycat,Flu ED visits pct
south-augusta,2026-03-28,3,0.08671556713971586,NAU-Copycat,Flu ED visits pct
la-grange,2026-03-28,3,0.05938686873842087,NAU-Copycat,Flu ED visits pct
hall,2026-03-28,3,0.12022931021367499,NAU-Copycat,Flu ED visits pct
henry,2026-03-28,3,0.05911813256755563,NAU-Copycat,Flu ED visits pct
floyd,2026-03-28,3,0.09306496546328072,NAU-Copycat,Flu ED visits pct
savannah,2026-03-28,3,0.05870728795870574,NAU-Copycat,Flu ED visits pct
athens,2026-03-28,3,0.09929567646733152,NAU-Copycat,Flu ED visits pct
cherokee,2026-03-28,3,0.1978819263693746,NAU-Copycat,Flu ED visits pct
columbus,2026-03-28,3,0.12167544407987438,NAU-Copycat,Flu ED visits pct
indianapolis,2026-03-28,3,0.10499349420921851,NAU-Copycat,Flu ED visits pct
portland,2026-03-28,3,0.2014349248244437,NAU-Copycat,Flu ED visits pct
montgomery,2026-03-28,3,0.0817664888454696,NAU-Copycat,Flu ED visits pct
harford,2026-03-28,3,0.07257747480912308,NAU-Copycat,Flu ED visits pct
boston,2026-03-28,3,0.21361175325724227,NAU-Copycat,Flu ED visits pct
st-paul,2026-03-28,3,0.08519981101822831,NAU-Copycat,Flu ED visits pct
duluth,2026-03-28,3,0.06537490094694302,NAU-Copycat,Flu ED visits pct
rochester,2026-03-28,3,0.10688767546724892,NAU-Copycat,Flu ED visits pct
minneapolis,2026-03-28,3,0.06194864272512197,NAU-Copycat,Flu ED visits pct
florence,2026-03-28,3,0.11734511171788777,NAU-Copycat,Flu ED visits pct
columbia,2026-03-28,3,0.053631917264875345,NAU-Copycat,Flu ED visits pct
san-antonio,2026-03-28,3,0.04766109279577281,NAU-Copycat,Flu ED visits pct
el-paso,2026-03-28,3,0.12468761754396221,NAU-Copycat,Flu ED visits pct
dallas,2026-03-28,3,0.05855692281894696,NAU-Copycat,Flu ED visits pct
houston,2026-03-28,3,0.05855692281894696,NAU-Copycat,Flu ED visits pct
beaumont,2026-03-28,3,0.05047418257180501,NAU-Copycat,Flu ED visits pct
austin,2026-03-28,3,0.059204802853479545,NAU-Copycat,Flu ED visits pct
ogden,2026-03-28,3,0.07081209009907534,NAU-Copycat,Flu ED visits pct
provo,2026-03-28,3,0.05778190238652328,NAU-Copycat,Flu ED visits pct
salt-lake-city,2026-03-28,3,0.06342434106920501,NAU-Copycat,Flu ED visits pct
roanoke,2026-03-28,3,0.06938599195869857,NAU-Copycat,Flu ED visits pct
boulder,2026-03-28,3,0.06404592514569826,NAU-Copycat,Flu ED visits pct
bangor,2026-03-28,3,0.42510979255535003,NAU-Copycat,Flu ED visits pct
baltimore,2026-03-28,3,0.07345741738884258,NAU-Copycat,Flu ED visits pct
frederick,2026-03-28,3,0.4324484658326181,NAU-Copycat,Flu ED visits pct
pittsfield,2026-03-28,3,0.5696890250960635,NAU-Copycat,Flu ED visits pct
lynn,2026-03-28,3,0.18797136976879283,NAU-Copycat,Flu ED visits pct
springfield,2026-03-28,3,0.6391959032764185,NAU-Copycat,Flu ED visits pct
worcester,2026-03-28,3,0.36501145535489754,NAU-Copycat,Flu ED visits pct
st-cloud,2026-03-28,3,0.06855124499965541,NAU-Copycat,Flu ED visits pct
greenville,2026-03-28,3,0.05934564987546574,NAU-Copycat,Flu ED visits pct
charleston,2026-03-28,3,0.05723583679300356,NAU-Copycat,Flu ED visits pct
rock-hill,2026-03-28,3,0.06988540470420765,NAU-Copycat,Flu ED visits pct
larimer,2026-03-28,3,0.08337859389041989,NAU-Copycat,Flu ED visits pct
horry,2026-03-28,3,0.06836677817880056,NAU-Copycat,Flu ED visits pct
new-bedford,2026-03-28,3,0.42024021330268346,NAU-Copycat,Flu ED visits pct
clt-area,2026-03-28,3,0.05853126787100128,NAU-Copycat,Flu ED visits pct
fay-area,2026-03-28,3,0.06403634971004904,NAU-Copycat,Flu ED visits pct
nenc,2026-03-28,3,0.22858775327325256,NAU-Copycat,Flu ED visits pct
rtp-area,2026-03-28,3,0.20009993504354318,NAU-Copycat,Flu ED visits pct
senc,2026-03-28,3,0.13309547533172097,NAU-Copycat,Flu ED visits pct
triad-area,2026-03-28,3,0.1811740713970952,NAU-Copycat,Flu ED visits pct
wnc,2026-03-28,3,0.20285704023361484,NAU-Copycat,Flu ED visits pct
portland-or,2026-03-28,3,0.11094248682693283,NAU-Copycat,Flu ED visits pct
salem,2026-03-28,3,0.12417050591292031,NAU-Copycat,Flu ED visits pct
deschutes,2026-03-28,3,0.11094248682693283,NAU-Copycat,Flu ED visits pct
eugene,2026-03-28,3,0.05705629516484735,NAU-Copycat,Flu ED visits pct
medford,2026-03-28,3,0.13131385894816325,NAU-Copycat,Flu ED visits pct
mesa,2026-03-28,2,0.6736112933310895,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-03-28,2,0.04593625709062055,NAU-Copycat,Flu ED visits pct
denver,2026-03-28,2,0.06013996503616332,NAU-Copycat,Flu ED visits pct
weld,2026-03-28,2,0.0716451930171618,NAU-Copycat,Flu ED visits pct
macon,2026-03-28,2,0.08576056612650819,NAU-Copycat,Flu ED visits pct
marietta,2026-03-28,2,0.06339278420078126,NAU-Copycat,Flu ED visits pct
south-augusta,2026-03-28,2,0.062581000107353,NAU-Copycat,Flu ED visits pct
la-grange,2026-03-28,2,0.06674987071150312,NAU-Copycat,Flu ED visits pct
hall,2026-03-28,2,0.0833217583623876,NAU-Copycat,Flu ED visits pct
henry,2026-03-28,2,0.061426164523070065,NAU-Copycat,Flu ED visits pct
floyd,2026-03-28,2,0.06469746621520794,NAU-Copycat,Flu ED visits pct
savannah,2026-03-28,2,0.066070289931788,NAU-Copycat,Flu ED visits pct
athens,2026-03-28,2,0.06677436988322488,NAU-Copycat,Flu ED visits pct
cherokee,2026-03-28,2,0.14429190942546308,NAU-Copycat,Flu ED visits pct
columbus,2026-03-28,2,0.08476789222858701,NAU-Copycat,Flu ED visits pct
indianapolis,2026-03-28,2,0.20838783508228106,NAU-Copycat,Flu ED visits pct
portland,2026-03-28,2,0.1568424384730233,NAU-Copycat,Flu ED visits pct
montgomery,2026-03-28,2,0.06863666984142922,NAU-Copycat,Flu ED visits pct
harford,2026-03-28,2,0.06740166228096907,NAU-Copycat,Flu ED visits pct
boston,2026-03-28,2,0.1982856778342857,NAU-Copycat,Flu ED visits pct
st-paul,2026-03-28,2,0.10120520309255729,NAU-Copycat,Flu ED visits pct
duluth,2026-03-28,2,0.04802989239522019,NAU-Copycat,Flu ED visits pct
rochester,2026-03-28,2,0.12730437882399012,NAU-Copycat,Flu ED visits pct
minneapolis,2026-03-28,2,0.055176449200596486,NAU-Copycat,Flu ED visits pct
florence,2026-03-28,2,0.18194752119145943,NAU-Copycat,Flu ED visits pct
columbia,2026-03-28,2,0.0613700844741533,NAU-Copycat,Flu ED visits pct
san-antonio,2026-03-28,2,0.05455187949538038,NAU-Copycat,Flu ED visits pct
el-paso,2026-03-28,2,0.0778285048721912,NAU-Copycat,Flu ED visits pct
dallas,2026-03-28,2,0.08636256571392617,NAU-Copycat,Flu ED visits pct
houston,2026-03-28,2,0.08636256571392617,NAU-Copycat,Flu ED visits pct
beaumont,2026-03-28,2,0.05173878971934817,NAU-Copycat,Flu ED visits pct
austin,2026-03-28,2,0.08830620581752394,NAU-Copycat,Flu ED visits pct
ogden,2026-03-28,2,0.05491729656190066,NAU-Copycat,Flu ED visits pct
provo,2026-03-28,2,0.06755175233411831,NAU-Copycat,Flu ED visits pct
salt-lake-city,2026-03-28,2,0.056613966465979146,NAU-Copycat,Flu ED visits pct
roanoke,2026-03-28,2,0.05333199824819778,NAU-Copycat,Flu ED visits pct
boulder,2026-03-28,2,0.0605291462085191,NAU-Copycat,Flu ED visits pct
bangor,2026-03-28,2,0.3754193797158179,NAU-Copycat,Flu ED visits pct
baltimore,2026-03-28,2,0.06031877041780022,NAU-Copycat,Flu ED visits pct
frederick,2026-03-28,2,0.43083840217261016,NAU-Copycat,Flu ED visits pct
pittsfield,2026-03-28,2,0.5581698909788538,NAU-Copycat,Flu ED visits pct
lynn,2026-03-28,2,0.1703820781406677,NAU-Copycat,Flu ED visits pct
springfield,2026-03-28,2,0.627676769159209,NAU-Copycat,Flu ED visits pct
worcester,2026-03-28,2,0.353492321237688,NAU-Copycat,Flu ED visits pct
st-cloud,2026-03-28,2,0.06177905147512993,NAU-Copycat,Flu ED visits pct
greenville,2026-03-28,2,0.05394086833758368,NAU-Copycat,Flu ED visits pct
charleston,2026-03-28,2,0.06721253050209423,NAU-Copycat,Flu ED visits pct
rock-hill,2026-03-28,2,0.0456452468296603,NAU-Copycat,Flu ED visits pct
larimer,2026-03-28,2,0.0956000467603765,NAU-Copycat,Flu ED visits pct
horry,2026-03-28,2,0.044919740034248874,NAU-Copycat,Flu ED visits pct
new-bedford,2026-03-28,2,0.40872107918547396,NAU-Copycat,Flu ED visits pct
clt-area,2026-03-28,2,0.0955486790241806,NAU-Copycat,Flu ED visits pct
fay-area,2026-03-28,2,0.07903343350703734,NAU-Copycat,Flu ED visits pct
nenc,2026-03-28,2,0.10566985500441636,NAU-Copycat,Flu ED visits pct
rtp-area,2026-03-28,2,0.09047735217230997,NAU-Copycat,Flu ED visits pct
senc,2026-03-28,2,0.06007095770656939,NAU-Copycat,Flu ED visits pct
triad-area,2026-03-28,2,0.07912183398444121,NAU-Copycat,Flu ED visits pct
wnc,2026-03-28,2,0.092131615286353,NAU-Copycat,Flu ED visits pct
portland-or,2026-03-28,2,0.06573746837401133,NAU-Copycat,Flu ED visits pct
salem,2026-03-28,2,0.07586116766611091,NAU-Copycat,Flu ED visits pct
deschutes,2026-03-28,2,0.06573746837401133,NAU-Copycat,Flu ED visits pct
eugene,2026-03-28,2,0.0664218163749498,NAU-Copycat,Flu ED visits pct
medford,2026-03-28,2,0.2108889708206306,NAU-Copycat,Flu ED visits pct
mesa,2026-03-28,1,0.7672305460302832,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-03-28,1,0.03655685420713406,NAU-Copycat,Flu ED visits pct
denver,2026-03-28,1,0.043878153391474904,NAU-Copycat,Flu ED visits pct
weld,2026-03-28,1,0.05607347829152086,NAU-Copycat,Flu ED visits pct
macon,2026-03-28,1,0.05540814833144635,NAU-Copycat,Flu ED visits pct
marietta,2026-03-28,1,0.05815751744575372,NAU-Copycat,Flu ED visits pct
south-augusta,2026-03-28,1,0.10951045894349697,NAU-Copycat,Flu ED visits pct
la-grange,2026-03-28,1,0.05480043093503187,NAU-Copycat,Flu ED visits pct
hall,2026-03-28,1,0.17158631334171132,NAU-Copycat,Flu ED visits pct
henry,2026-03-28,1,0.06012413712346492,NAU-Copycat,Flu ED visits pct
floyd,2026-03-28,1,0.1187031907637977,NAU-Copycat,Flu ED visits pct
savannah,2026-03-28,1,0.055480011714746987,NAU-Copycat,Flu ED visits pct
athens,2026-03-28,1,0.1290877091038824,NAU-Copycat,Flu ED visits pct
cherokee,2026-03-28,1,0.3140886093757037,NAU-Copycat,Flu ED visits pct
columbus,2026-03-28,1,0.1749606256961766,NAU-Copycat,Flu ED visits pct
indianapolis,2026-03-28,1,0.04301585088912083,NAU-Copycat,Flu ED visits pct
portland,2026-03-28,1,0.1081034089415514,NAU-Copycat,Flu ED visits pct
montgomery,2026-03-28,1,0.06059595781039843,NAU-Copycat,Flu ED visits pct
harford,2026-03-28,1,0.061651330115441536,NAU-Copycat,Flu ED visits pct
boston,2026-03-28,1,0.06128731951880231,NAU-Copycat,Flu ED visits pct
st-paul,2026-03-28,1,0.052912738147150556,NAU-Copycat,Flu ED visits pct
duluth,2026-03-28,1,0.0690333453818023,NAU-Copycat,Flu ED visits pct
rochester,2026-03-28,1,0.07460060259617118,NAU-Copycat,Flu ED visits pct
minneapolis,2026-03-28,1,0.042964696927101975,NAU-Copycat,Flu ED visits pct
florence,2026-03-28,1,0.06675933190739704,NAU-Copycat,Flu ED visits pct
columbia,2026-03-28,1,0.06516778178141212,NAU-Copycat,Flu ED visits pct
san-antonio,2026-03-28,1,0.08051282626921302,NAU-Copycat,Flu ED visits pct
el-paso,2026-03-28,1,0.28613309651074154,NAU-Copycat,Flu ED visits pct
dallas,2026-03-28,1,0.05796280998766967,NAU-Copycat,Flu ED visits pct
houston,2026-03-28,1,0.05796280998766967,NAU-Copycat,Flu ED visits pct
beaumont,2026-03-28,1,0.08895209559730964,NAU-Copycat,Flu ED visits pct
austin,2026-03-28,1,0.05731492995313709,NAU-Copycat,Flu ED visits pct
ogden,2026-03-28,1,0.06829828179123318,NAU-Copycat,Flu ED visits pct
provo,2026-03-28,1,0.05367652326777536,NAU-Copycat,Flu ED visits pct
salt-lake-city,2026-03-28,1,0.06091053276136285,NAU-Copycat,Flu ED visits pct
roanoke,2026-03-28,1,0.09705302397732157,NAU-Copycat,Flu ED visits pct
boulder,2026-03-28,1,0.04426733456383068,NAU-Copycat,Flu ED visits pct
bangor,2026-03-28,1,0.30299651088655627,NAU-Copycat,Flu ED visits pct
baltimore,2026-03-28,1,0.052465086524603965,NAU-Copycat,Flu ED visits pct
frederick,2026-03-28,1,0.4305266931690697,NAU-Copycat,Flu ED visits pct
pittsfield,2026-03-28,1,0.3305677963266122,NAU-Copycat,Flu ED visits pct
lynn,2026-03-28,1,0.05209759151211286,NAU-Copycat,Flu ED visits pct
springfield,2026-03-28,1,0.4000746745069674,NAU-Copycat,Flu ED visits pct
worcester,2026-03-28,1,0.13676608920010733,NAU-Copycat,Flu ED visits pct
st-cloud,2026-03-28,1,0.036362094652568545,NAU-Copycat,Flu ED visits pct
greenville,2026-03-28,1,0.08646542917679675,NAU-Copycat,Flu ED visits pct
charleston,2026-03-28,1,0.06156386225328392,NAU-Copycat,Flu ED visits pct
rock-hill,2026-03-28,1,0.12944392260100007,NAU-Copycat,Flu ED visits pct
larimer,2026-03-28,1,0.08002833203473557,NAU-Copycat,Flu ED visits pct
horry,2026-03-28,1,0.1218507899739646,NAU-Copycat,Flu ED visits pct
new-bedford,2026-03-28,1,0.18111898453323233,NAU-Copycat,Flu ED visits pct
clt-area,2026-03-28,1,0.18692593969787394,NAU-Copycat,Flu ED visits pct
fay-area,2026-03-28,1,0.14359629585816092,NAU-Copycat,Flu ED visits pct
nenc,2026-03-28,1,0.06029358110195361,NAU-Copycat,Flu ED visits pct
rtp-area,2026-03-28,1,0.05522941349125149,NAU-Copycat,Flu ED visits pct
senc,2026-03-28,1,0.04479333572349105,NAU-Copycat,Flu ED visits pct
triad-area,2026-03-28,1,0.0514442407619619,NAU-Copycat,Flu ED visits pct
wnc,2026-03-28,1,0.05578083452926582,NAU-Copycat,Flu ED visits pct
portland-or,2026-03-28,1,0.11920845185843087,NAU-Copycat,Flu ED visits pct
salem,2026-03-28,1,0.1360812840119302,NAU-Copycat,Flu ED visits pct
deschutes,2026-03-28,1,0.11920845185843087,NAU-Copycat,Flu ED visits pct
eugene,2026-03-28,1,0.05136120208270028,NAU-Copycat,Flu ED visits pct
medford,2026-03-28,1,0.1279166742561437,NAU-Copycat,Flu ED visits pct
mesa,2026-04-04,4,0.25427878210364524,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-04-04,4,0.07813526705102238,NAU-Copycat,Flu ED visits pct
denver,2026-04-04,4,0.07333207432315347,NAU-Copycat,Flu ED visits pct
weld,2026-04-04,4,0.07768993134018472,NAU-Copycat,Flu ED visits pct
macon,2026-04-04,4,0.06589593857558287,NAU-Copycat,Flu ED visits pct
marietta,2026-04-04,4,0.06413060541415742,NAU-Copycat,Flu ED visits pct
south-augusta,2026-04-04,4,0.10975876739157223,NAU-Copycat,Flu ED visits pct
la-grange,2026-04-04,4,0.06126563897551976,NAU-Copycat,Flu ED visits pct
hall,2026-04-04,4,0.07975082214984514,NAU-Copycat,Flu ED visits pct
henry,2026-04-04,4,0.07852980864144567,NAU-Copycat,Flu ED visits pct
floyd,2026-04-04,4,0.06891767054041427,NAU-Copycat,Flu ED visits pct
savannah,2026-04-04,4,0.0707276176799983,NAU-Copycat,Flu ED visits pct
athens,2026-04-04,4,0.09109401094004727,NAU-Copycat,Flu ED visits pct
cherokee,2026-04-04,4,0.18531335022457615,NAU-Copycat,Flu ED visits pct
columbus,2026-04-04,4,0.07852980864144567,NAU-Copycat,Flu ED visits pct
indianapolis,2026-04-04,4,0.13387215084409282,NAU-Copycat,Flu ED visits pct
portland,2026-04-04,4,0.21292417894646035,NAU-Copycat,Flu ED visits pct
montgomery,2026-04-04,4,0.07158224456192418,NAU-Copycat,Flu ED visits pct
harford,2026-04-04,4,0.08811156605371812,NAU-Copycat,Flu ED visits pct
boston,2026-04-04,4,0.1961142447057087,NAU-Copycat,Flu ED visits pct
st-paul,2026-04-04,4,0.08111884900142373,NAU-Copycat,Flu ED visits pct
duluth,2026-04-04,4,0.06480014691852544,NAU-Copycat,Flu ED visits pct
rochester,2026-04-04,4,0.14959267096136702,NAU-Copycat,Flu ED visits pct
minneapolis,2026-04-04,4,0.09208544625598417,NAU-Copycat,Flu ED visits pct
florence,2026-04-04,4,0.062156363895981434,NAU-Copycat,Flu ED visits pct
columbia,2026-04-04,4,0.05958720640477541,NAU-Copycat,Flu ED visits pct
san-antonio,2026-04-04,4,0.05887514425547234,NAU-Copycat,Flu ED visits pct
el-paso,2026-04-04,4,0.3041266479471049,NAU-Copycat,Flu ED visits pct
dallas,2026-04-04,4,0.07028116137325939,NAU-Copycat,Flu ED visits pct
houston,2026-04-04,4,0.05887514425547234,NAU-Copycat,Flu ED visits pct
beaumont,2026-04-04,4,0.07028116137325939,NAU-Copycat,Flu ED visits pct
austin,2026-04-04,4,0.05955472503518747,NAU-Copycat,Flu ED visits pct
ogden,2026-04-04,4,0.05999314127061133,NAU-Copycat,Flu ED visits pct
provo,2026-04-04,4,0.05919710873898719,NAU-Copycat,Flu ED visits pct
salt-lake-city,2026-04-04,4,0.06755463718672419,NAU-Copycat,Flu ED visits pct
roanoke,2026-04-04,4,0.0678286507684607,NAU-Copycat,Flu ED visits pct
boulder,2026-04-04,4,0.12326610047811501,NAU-Copycat,Flu ED visits pct
bangor,2026-04-04,4,0.452471233966232,NAU-Copycat,Flu ED visits pct
baltimore,2026-04-04,4,0.07682430681471199,NAU-Copycat,Flu ED visits pct
frederick,2026-04-04,4,0.07784368195649434,NAU-Copycat,Flu ED visits pct
pittsfield,2026-04-04,4,0.44013766469542,NAU-Copycat,Flu ED visits pct
lynn,2026-04-04,4,0.16011162738679183,NAU-Copycat,Flu ED visits pct
springfield,2026-04-04,4,0.6857806849473442,NAU-Copycat,Flu ED visits pct
worcester,2026-04-04,4,0.269222511906529,NAU-Copycat,Flu ED visits pct
st-cloud,2026-04-04,4,0.0840819875661083,NAU-Copycat,Flu ED visits pct
greenville,2026-04-04,4,0.05958720640477541,NAU-Copycat,Flu ED visits pct
charleston,2026-04-04,4,0.06404498349248934,NAU-Copycat,Flu ED visits pct
rock-hill,2026-04-04,4,0.0656271247927825,NAU-Copycat,Flu ED visits pct
larimer,2026-04-04,4,0.15059062813133922,NAU-Copycat,Flu ED visits pct
horry,2026-04-04,4,0.06151962226164977,NAU-Copycat,Flu ED visits pct
new-bedford,2026-04-04,4,0.4579422893289266,NAU-Copycat,Flu ED visits pct
clt-area,2026-04-04,4,0.064324134889156,NAU-Copycat,Flu ED visits pct
fay-area,2026-04-04,4,0.07272075761913877,NAU-Copycat,Flu ED visits pct
nenc,2026-04-04,4,0.2823457037065469,NAU-Copycat,Flu ED visits pct
rtp-area,2026-04-04,4,0.32814229037445747,NAU-Copycat,Flu ED visits pct
senc,2026-04-04,4,0.1756918839968055,NAU-Copycat,Flu ED visits pct
triad-area,2026-04-04,4,0.21664609282823194,NAU-Copycat,Flu ED visits pct
wnc,2026-04-04,4,0.23831395827449253,NAU-Copycat,Flu ED visits pct
portland-or,2026-04-04,4,0.09320458452074569,NAU-Copycat,Flu ED visits pct
salem,2026-04-04,4,0.07085635397690801,NAU-Copycat,Flu ED visits pct
deschutes,2026-04-04,4,0.13846687008807088,NAU-Copycat,Flu ED visits pct
eugene,2026-04-04,4,0.06316211539020174,NAU-Copycat,Flu ED visits pct
medford,2026-04-04,4,0.08640844572994406,NAU-Copycat,Flu ED visits pct
mesa,2026-04-04,3,0.2935096996738696,NAU-Copycat,Flu ED visits pct
colorado-springs,2026-04-04,3,0.09228407052325346,NAU-Copycat,Flu ED visits pct
denver,2026-04-04,3,0.07787449233964677,NAU-Copycat,Flu ED visits pct
weld,2026-04-04,3,0.09094806339074052,NAU-Copycat,Flu ED visits pct
macon,2026-04-04,3,0.0784376187021945,NAU-Copycat,Flu ED visits pct
marietta,2026-04-04,3,0.06508825071974303,NAU-Copycat,Flu ED visits pct
south-augusta,2026-04-04,3,0.07923460884055024,NAU-Copycat,Flu ED visits pct
la-grange,2026-04-04,3,0.0738073191021314,NAU-Copycat,Flu ED visits pct
hall,2026-04-04,3,0.06825888166724092,NAU-Copycat,Flu ED visits pct
henry,2026-04-04,3,0.06703786815884145,NAU-Copycat,Flu ED visits pct
floyd,2026-04-04,3,0.06030118559348617,NAU-Copycat,Flu ED visits pct
savannah,2026-04-04,3,0.08326929780660992,NAU-Copycat,Flu ED visits pct
